Creditability,EF1,EF2,EF3,EF4,EF5,EF6,TSC_6EFA
1,-0.473333367,1.134015785,1.609318826,1.479432181,1.355735229,-0.101258054,3
1,-2.310629576,-1.656244109,0.41172658,-1.071715226,-2.150783768,0.620600269,1
1,-2.17497571,-1.809889952,0.110503909,1.324524915,-2.346715538,0.355911408,1
1,-0.817334445,-1.686320281,1.464822858,-1.397112606,-1.290642319,0.46090623,1
1,0.648220995,-0.699873081,0.444697336,1.414686699,-0.158354951,0.704556667,1
1,0.468534095,1.615083555,1.604595074,1.119938394,0.302494851,0.11851644,3
1,0.369242208,1.533842408,0.50855742,1.609475363,-0.61467795,0.545470224,3
1,-0.201525788,1.695265386,0.56626802,1.483904392,-0.740300908,0.603189743,3
1,-0.120924118,1.508444219,1.726458478,-1.043518789,1.209590716,0.349669576,3
1,0.018893246,0.105030717,1.739460885,0.679859786,1.551379813,-0.362750258,1
1,-1.511935411,-1.554966975,-1.345825536,-1.236526448,-1.855362072,1.051030439,1
1,-2.228530127,-2.008389989,-0.433347155,1.105472662,-1.214526951,0.305197243,1
1,-1.073666457,-1.012870582,-0.735329992,1.366313225,1.126097895,0.514581924,1
1,-0.520551808,-0.577621256,0.802608199,-0.722202861,-1.509506185,0.808281876,1
1,-1.522972137,-1.864167244,1.366036799,-1.123970739,-1.426711436,0.175292829,1
1,1.026966151,-0.75416037,1.708327624,1.164739018,0.247981585,-0.091784552,1
1,-0.45655001,0.54627279,-0.631923826,-1.243060488,-3.247570537,-1.853432737,2
1,1.133338865,-0.395073497,1.614193587,-0.151419133,-0.523869122,0.893463485,1
1,-1.461725333,-1.538130832,0.626991029,-0.992507794,-3.343275623,0.833609869,1
1,-0.633617097,1.1716076,0.948113994,1.555967417,1.49538303,0.073175235,3
1,-1.600402898,-1.734904573,0.453574761,-0.760352644,-2.806212037,0.528143862,1
1,-0.410194753,-1.029064246,1.312269326,-0.803206986,1.74588989,-0.01856299,1
1,-0.469751858,-0.964082542,0.138292032,1.400577999,1.622719392,0.256677107,1
1,-0.707183964,-0.729665809,-0.982480737,1.1688058,0.526515781,0.981930855,1
1,-0.680102266,-0.518166662,0.10062257,1.150355176,1.02077438,0.973412832,1
1,-1.148721015,-0.369974726,1.358600688,0.677486767,-2.135592565,0.288512081,1
1,0.396806469,1.272254807,1.589010667,-0.753416731,1.116423542,0.096686604,3
1,1.694851768,0.228923604,1.885356797,1.258407078,0.685914132,-2.066589904,2
0,-0.423732183,1.31921168,-1.500970717,1.541633164,-0.05489812,0.414549259,3
1,-0.539760048,-0.862319062,1.154960499,-0.578586257,0.451758325,-2.338459569,2
1,1.638083236,-0.709259859,1.79110149,1.217186045,-0.49399317,-0.235837972,1
1,0.590946062,-0.923245963,-0.567687779,-0.547866335,-0.115445104,-1.919654795,2
1,-2.619908494,-1.681919429,0.141753819,1.112964759,-1.554422975,0.508880067,1
1,0.520883419,1.319178512,0.486169545,-0.568230086,0.87126759,0.833422633,3
1,0.801458097,1.171126295,2.398380093,0.488550672,-0.891269222,-0.286703711,3
1,-1.739787952,-0.979087968,0.396251495,1.510870893,0.946013864,0.255041309,1
1,-0.38161636,1.384368965,-0.745275503,-0.783192853,0.632087008,0.91155021,3
1,-0.790435008,0.64847674,1.565509979,0.983568862,-0.698596244,0.261578008,3
1,-0.871003681,1.23368623,0.597677072,-0.484273577,0.668153279,0.78056185,3
1,-0.03464321,-0.808637073,1.670014975,-1.103876357,1.092147611,0.0480499,1
1,-0.295184631,-0.826901732,0.475921374,-0.491342157,-0.495527184,0.001993041,1
1,-0.526514103,1.115857384,0.887991412,-0.483675455,0.480844411,-0.415200879,3
1,-1.46945386,-0.869626217,-0.396323671,-1.627039664,-0.918244647,0.217143927,1
1,-0.079388526,1.203606036,-0.391428402,-0.444723887,-0.260949924,0.329566127,3
1,-0.487679616,0.310754036,-0.811556984,-0.653163568,-1.370970712,0.751496838,3
1,0.315390239,0.361077787,-0.764195781,-0.652295802,-1.469818906,-0.564101162,2
1,0.733590536,-0.627709752,1.579739062,0.088384364,-0.332971081,0.525138052,1
1,1.325364542,1.215975178,1.15984694,0.365130253,-0.35770891,0.037572957,3
1,-1.294355087,1.171445596,-0.642859521,-0.599175968,0.759466731,0.778898551,3
1,0.25646227,-0.605315228,0.557568194,0.695346484,0.814734049,1.103186178,1
1,1.299294666,-0.763204799,-0.68122492,-0.739510132,0.004886346,1.110179611,1
0,-1.186266828,-0.924387873,-1.773426903,-0.712885566,1.180442839,-0.061496667,1
1,1.72375581,-0.683922674,-0.143972909,1.012163708,-1.132450847,0.650054279,1
1,-0.589543717,-0.605682277,-0.276629631,-1.052236231,0.353262639,1.229860502,1
1,1.091827003,-0.638978455,1.646366727,1.203695505,-0.966195561,0.098859299,1
1,0.301208751,1.53823201,-0.581546153,-0.598119218,-1.429905974,0.724085307,3
1,0.091396201,1.122992273,-0.295757798,-0.255116646,-1.258393162,-0.184433758,3
1,1.995274092,-0.675474968,2.12608336,0.170495161,-0.305326884,-1.923615221,2
1,-1.768041521,0.268247473,-0.546440078,-0.836475344,0.487729061,0.873503871,3
1,0.721472397,-0.705175926,0.797118254,1.301449915,-0.192855159,0.720913309,1
1,-1.262357993,-0.628693527,-0.568362183,-0.994919754,0.689273993,1.318417367,1
0,-0.830566819,1.208587974,-1.010442596,-0.564741686,1.374671995,0.301353115,3
1,0.129261549,-0.810174824,0.531238436,-0.346582795,-1.941556344,0.232436981,1
1,-0.76157919,-0.852455938,0.197487724,-0.5941589,0.042351725,0.41354269,1
1,0.17014941,1.07716703,1.04054036,-0.681389643,-0.454064401,-0.202337798,3
1,0.291532811,-0.703428392,0.565853925,-0.619006688,-0.524545471,0.670778398,1
1,-0.73834206,-0.512914201,0.208047089,2.34968725,-0.910537865,-2.744035554,2
1,-1.446297234,1.1514849,0.402482084,0.712676084,-0.199674683,0.187118678,3
1,0.229176721,-0.505380075,0.101009583,1.182454007,0.809417767,0.906971993,1
1,0.911665264,-0.43668964,0.4922492,-0.977856878,-0.075037624,0.022079303,1
1,-1.192608359,1.147270146,-0.026664969,-0.596199397,1.235902627,0.699334598,3
1,0.883210781,-0.536749987,-0.365457435,-0.172956113,-1.851767498,1.005758017,1
1,-1.367280775,-0.540057996,0.100125678,0.258953871,0.60864393,-1.473562443,2
1,-0.971524523,0.031489781,0.561828128,-0.001780743,0.647779842,0.880328073,1
1,0.249801837,-0.861512948,-0.119695248,-0.634571367,-0.825324162,0.615444631,1
1,0.596510528,1.262673623,-0.310752369,-0.480188768,0.167692703,0.786661117,3
1,-1.79359691,-1.09800875,0.105607236,-0.624677104,0.258148678,0.051130892,1
1,-1.372737662,1.65365386,-0.214148733,-0.896076535,-1.316259008,0.332461519,3
1,0.341892209,1.36243579,0.443488751,-0.483178431,0.230867603,0.85867074,3
1,0.58830254,-0.581246039,0.268362212,-0.743680494,-0.644633454,1.049383462,1
1,0.879799904,-0.612131886,0.644137775,-0.99650214,-1.021385382,-2.381452856,2
1,0.596962322,-0.677901734,0.397583685,-0.688912911,-0.457460184,0.909616564,1
1,-1.091536825,0.267418427,-0.167534761,-0.559211905,-0.744993201,-1.508645335,2
1,-0.751972358,0.19593871,0.654076963,-0.792775877,-0.250675404,-1.951350007,2
1,1.091613164,0.327858125,1.826918862,-0.841628034,-0.928421255,0.213240002,3
1,-0.562421676,1.366302195,0.862961936,-0.42016119,-0.768543641,0.49829725,3
1,0.180536511,-0.493110653,1.260423267,0.377381077,0.104653462,0.578023374,1
1,-0.53344864,-0.617830818,1.555474253,0.819675024,1.466560198,0.215554187,1
1,0.606527732,-0.719816892,0.813645689,0.727924989,0.451256409,0.32091491,1
1,-0.913852095,-0.884098494,1.08542674,1.232134501,1.385619462,0.250841283,1
1,0.930455505,-0.692971892,0.318972395,1.389128947,0.648622777,0.760710561,1
1,-1.679845097,1.488730094,0.237681782,2.505975305,0.322643941,0.081365261,3
1,0.488467427,-0.49481448,0.985660797,0.995918891,-0.23353301,0.897889781,1
1,-0.507289745,-0.418399296,1.263920801,0.754542277,0.910943304,0.597336001,1
1,-0.155727688,-1.09673969,-0.605721505,1.453179639,1.101914551,0.308374187,1
1,-1.264850755,0.216038713,0.401574915,-0.681978023,0.870813029,0.981383393,3
1,-0.635268214,1.196017469,0.688209627,1.260317939,1.319510294,-0.103012745,3
1,-0.991102544,-0.680759164,-0.833423011,2.548494048,-0.68709816,-0.173444567,1
1,0.527577023,1.002305309,2.294926421,-0.74314621,1.900147643,-0.238605285,3
1,-0.06924014,-0.918135524,0.487609386,1.484340992,1.13854321,0.423562868,1
1,-1.237498955,-0.855600847,0.25542546,2.507924066,1.142566501,0.313855436,1
1,1.499823988,-0.725576346,0.117457487,-0.214461494,-0.786428436,0.586790403,1
0,0.338394323,1.31791705,-0.740307852,1.597426834,0.623799935,0.211837632,3
1,-0.966086165,1.475195785,0.582341202,-1.150632811,0.925776504,-1.929136157,2
1,-0.921250157,1.307841078,1.171067524,-0.745963184,-1.569435132,-0.299230769,3
1,1.78508207,1.29972133,0.798243916,0.579486415,0.644806381,1.193211046,3
0,0.12972267,-0.834359839,0.542666132,0.620184655,1.651912177,-0.490182042,1
1,0.188541059,-0.5088723,0.346387899,0.070707604,-0.848364624,-1.451140514,2
1,-0.644216536,0.448870579,0.678124831,0.930176928,0.351196851,-1.762053952,2
1,-0.81387761,-0.934387706,1.839970433,-0.026303375,1.509815587,-0.242065641,1
1,-0.319352583,-0.889403611,1.973862174,-0.499692021,1.207024321,-0.156511486,1
1,0.035323683,1.38561124,0.899649657,0.347180507,0.921863882,0.818920453,3
1,-1.126094418,1.552487996,0.507167823,-0.161337704,0.311389986,1.156874777,3
1,1.246406479,-0.822180145,-0.989447615,3.574948801,0.772259523,-1.017527111,2
1,-0.315083905,0.366580588,-0.885264711,2.511069766,-0.785421982,0.140722821,1
1,0.084747043,1.671232171,0.302301995,0.275155878,0.438266973,1.481857096,3
1,1.252054227,-0.606018648,0.258412657,0.927936382,-0.417828536,0.679845548,1
1,1.516518686,-0.679189398,0.386270582,0.874606457,0.300001585,0.763098218,1
1,-0.541974132,0.103028476,1.726527519,-0.897742693,0.685674599,0.232742377,3
1,-1.25713575,-1.032617668,0.703505996,0.437837299,1.272204022,0.861082351,1
1,-0.970371949,-0.941845746,0.450336305,-0.601745472,0.593164648,0.818770307,1
1,-0.311588613,-0.810900585,1.699144397,0.970749798,1.706368224,-0.183251514,1
1,-0.485339044,1.579672506,1.655701368,-1.166452691,1.242443596,0.382405627,3
1,1.9968993,-0.539700122,0.494879837,-0.655901752,-0.70045975,1.081314872,1
1,-1.778546089,0.733655702,0.637622718,-0.372712124,0.927784725,-0.496743159,3
0,-1.673475081,-1.174543154,-0.514636372,-0.671979212,1.02881051,-0.435903765,1
1,0.243284167,-1.058469526,0.647441194,-1.012103808,1.022666073,-0.099874832,1
1,0.765753571,-0.848579243,-0.116834423,-0.487733546,-0.925894955,-1.626791597,2
1,1.259141246,1.730472161,-0.4850778,1.394319079,-1.134920403,0.843344345,3
1,0.508917125,-0.321200212,-0.986265249,-0.962710514,-1.646846778,1.105935991,1
1,0.303414259,-0.581804172,0.836091392,-0.455372696,-2.178311263,0.25495189,1
1,0.433908755,-0.489296047,-0.507566082,0.870112016,-0.982447546,-1.654852396,2
1,-0.795487259,-0.786907137,0.382030649,-1.083278906,0.367418907,0.259464793,1
1,-0.244733756,-0.538509786,0.578624583,-0.689509726,-0.298500862,-1.809099785,2
1,0.078057695,0.496142666,1.63430991,-1.072066872,-0.728870471,0.354718604,3
1,0.886547726,0.346404343,1.004125121,-0.851995215,-1.828828009,0.606687918,3
1,0.655812219,-0.624548999,-0.632874041,1.298262999,-0.214704833,0.241304667,1
1,0.420029815,1.740247984,0.810886921,-0.677011695,-1.375417495,0.719692776,3
0,0.753120422,-0.998050762,-1.562760481,-0.472924858,-0.462370483,-0.108484132,1
1,-0.563427446,1.687701547,0.794695305,-0.998238192,-2.356190516,0.30788506,3
1,-0.293532053,0.954630351,1.964245851,-0.647505667,0.891020471,-0.057435703,3
1,-0.314161602,-0.734636749,0.79745757,-1.275725367,0.827920479,0.370063148,1
1,1.028406779,1.260915104,1.659307899,-0.442714546,-0.871345221,-0.191753316,3
1,0.877136447,-0.68046877,-0.463720543,-0.852190611,0.414978242,1.050551621,1
1,-0.790078711,-0.857638579,0.296182731,1.58358065,0.842864354,-2.399273881,2
1,0.032656464,-0.707154031,0.251939481,0.421488954,0.779609904,-2.03627417,2
1,0.113922218,-0.455790983,1.356142062,-0.263531536,1.30217769,0.178373006,1
1,1.06225129,-0.869886984,1.705844236,0.255329935,-0.199225811,-0.316165206,1
1,-0.996320747,1.45658453,2.013565539,-0.649288211,-1.219007044,-2.677482191,2
1,1.195891289,-0.943554492,0.183842289,-0.58634916,0.39653915,0.674081952,1
1,-0.594012918,0.431212954,-0.07009549,0.34253874,0.564967135,0.329744538,3
1,-0.14959795,-0.858039138,0.288813099,1.636318002,0.48899318,-2.368249534,2
1,0.744351023,-0.205239568,1.004446097,-0.369887376,0.110427122,0.650156736,1
1,-0.311968435,1.268998264,0.656497241,2.94569771,-0.425481622,-3.037511436,2
1,0.166448771,1.024230485,0.004383509,-0.171471889,-0.74361536,0.071056637,3
1,1.067773302,-0.744291364,1.200730706,2.281304607,0.240510604,-0.790562371,1
1,-0.298230135,0.914146022,0.240621141,-0.137605392,-0.564418138,0.14802683,3
1,0.890123079,-0.481441257,0.482423715,-0.147026271,-1.182545182,0.819076869,1
1,-0.787335192,-1.842573968,1.900072878,-0.118176923,-2.431705587,0.24368536,1
1,-0.458309631,1.354705941,1.701705707,0.222827149,0.471624089,0.459843736,3
1,-1.151153864,1.47615531,0.425396541,1.524929506,0.338653417,0.755964483,3
1,0.773295243,0.576700261,0.227399257,1.303874484,-0.083561517,1.317557517,3
1,-0.951939725,-0.098421672,0.157660067,0.541127702,-1.509548355,0.357039845,1
1,-1.236621188,0.318881115,0.515640902,-0.593753835,-0.267934843,0.835723892,3
1,0.268004799,-0.620242393,1.74054466,-1.038159464,-0.572546635,0.595756771,1
1,-0.619816848,-0.61962586,0.159847472,-0.804462453,0.26994212,1.264660551,1
1,-0.366430478,-0.912346496,0.875160769,0.57654123,-0.423021985,-0.476468447,1
1,-0.227449805,-0.942157946,-0.577250207,-1.606319962,-0.261416082,-1.916020994,2
1,0.02043124,-0.012990665,0.569862802,1.698809588,0.559469379,0.537031676,1
1,-1.015419222,-1.230929669,-0.371840666,0.435649401,0.920459984,0.772135187,1
1,-0.330505862,0.194596527,0.786947498,-0.710374995,1.140849091,0.634135757,3
1,-0.89975733,0.202517585,0.662846604,-0.510012797,-0.395876954,0.722198511,3
1,0.765435535,-0.709706933,1.614687593,1.135819513,-0.358065831,0.166906219,1
1,-1.420672832,1.455752213,0.565515761,0.657640129,-1.131185605,0.432218951,3
1,-0.927032849,-0.077339859,0.239908561,-0.75062632,0.359761233,0.300910258,1
1,-0.648957168,0.351308962,0.221645722,-0.68921781,0.606128171,1.130715952,3
1,0.359841399,0.326520899,0.611586657,1.341636357,0.435377026,0.761092691,3
1,-0.678799158,-0.973893094,0.644347417,-0.523504317,0.353478543,0.508708472,1
1,-0.278154201,0.406285475,0.157522127,1.388587671,0.402944755,1.091664471,3
1,1.363431189,-0.926528355,0.720579032,-0.476658343,0.049622153,0.805719565,1
1,-0.857158439,0.277201932,0.580738781,1.538819229,-0.28394499,0.656905513,3
1,-1.065553221,1.11881304,1.95912873,1.321850555,1.451106637,-0.230404927,3
1,1.263361136,-0.526651327,1.625713346,1.087173813,-0.853241639,0.566270951,1
1,0.936564498,-0.820495415,0.586350751,0.359295119,0.437081952,1.055782705,1
1,-1.052497485,-1.20603331,-0.038644044,-0.63892537,0.836998353,0.107930164,1
1,-0.220979936,0.712880936,1.081173253,0.005254774,-0.939391407,1.004470735,3
1,-0.077862634,1.317910053,0.798738013,-0.296907147,-0.702304651,0.108103423,3
1,0.496905098,0.119184667,-0.008033138,0.327358346,0.341238168,0.83864179,1
1,0.606035295,0.534417586,-0.51071781,-0.732408867,-1.180804264,1.169405192,3
1,0.487901627,1.54233901,1.610501243,-0.831696282,-0.395977381,0.273826305,3
1,0.561165082,-0.58646736,-0.147727959,-0.835606021,-0.94420709,0.75872136,1
1,1.336051911,-1.032191374,0.240116447,-0.172087973,0.607225531,0.856219328,1
0,0.867623187,-0.739628976,-0.457596479,-0.589279885,1.108986893,-0.884895484,2
0,1.2309542,1.547153641,0.879605749,0.413952247,-1.27263316,-0.763030578,3
0,1.248980923,1.903550796,-0.666062513,1.47005236,-1.160978333,0.841140425,3
0,1.581598579,1.394329434,-0.230677581,-0.47335758,1.056478917,0.679939492,3
0,1.902301488,1.656441399,-0.695176569,0.481124092,0.302198237,0.712101348,3
1,-1.185092973,1.304815267,0.636725837,-0.469134937,0.413894723,0.681490583,3
1,-0.719318593,1.669261186,1.485612746,-1.156179332,0.73148541,0.721885729,3
1,0.06559448,-0.42865384,-0.785509177,1.011029018,0.568264753,1.534823276,1
1,1.25926898,1.596406422,0.489697614,1.69914797,-1.076066855,-0.565631743,3
1,-1.890747102,-0.203801076,-0.639056709,-0.503435869,0.670106438,0.232426613,1
1,-0.563568621,1.101095658,0.130061501,-0.333082586,-0.622955809,0.444584515,3
1,0.687708211,-0.641741407,0.395553112,-0.849600646,1.14603047,1.164925677,1
1,0.087976331,1.759807157,0.354659692,1.408788613,-0.396856036,0.820569222,3
1,-1.392014091,-0.799297707,0.399080237,1.573300953,-0.695022657,0.275390224,1
1,0.363710825,-0.708525318,1.529442788,1.013121988,0.984053426,0.089787749,1
1,-0.873415643,1.062132578,0.415511986,-0.238010043,-0.361852956,-0.232192349,3
1,0.093010174,0.159884194,-0.690262553,1.32980127,0.996131119,1.066888459,1
1,0.149195528,1.221368789,-0.60286795,-0.545570849,0.306747363,-0.505675102,3
1,0.297745538,1.192551156,-0.043875171,-0.560975189,1.128304781,0.540211403,3
1,-0.51461296,1.148161022,1.064606226,0.862538099,-1.081039719,0.49529406,3
1,-1.382195693,-0.710789296,0.175039969,2.608344337,-0.759841418,0.001776767,1
1,-1.341655664,-0.872253588,1.600416875,1.050017052,1.159967705,-0.320748725,1
1,0.151995856,1.387845491,-0.16099142,-0.258886186,-1.325149775,-2.594144985,2
0,-0.1952861,1.504979893,-1.249836697,-0.782887633,0.917604441,0.671236859,3
1,1.250616585,-0.930534788,0.798459153,0.1150375,0.301070311,-0.277826198,1
0,-1.094201611,-1.021630548,-1.223013367,-0.615249916,0.723196587,0.033375505,1
1,-0.650511885,1.434814783,-0.507342402,1.408400969,0.800193745,0.799086322,3
1,-1.382195693,-0.710789296,0.175039969,2.608344337,-0.759841418,0.001776767,1
1,-1.317054119,0.245046166,-0.399500826,-0.713407747,0.089846718,0.971528087,3
1,0.675098521,1.292560144,1.004650257,-0.915248481,0.883935193,0.044862667,3
1,-0.83973583,-0.59389699,1.054052504,0.775158845,1.124662815,0.414390045,1
1,-1.178570375,0.373461609,0.434080706,-1.204627044,0.802679918,0.847187818,3
1,-0.26878312,1.138224364,1.546273668,0.483955753,0.693572294,0.180619247,3
1,-0.689519325,-0.886705624,-0.220453343,-0.715991848,0.231765972,0.733256533,1
1,-1.401832489,-0.887806117,0.623120505,0.53825757,-0.630203897,0.549003682,1
1,-1.240917574,0.355968325,0.23456764,0.397177454,0.236620332,0.634940185,3
1,-0.839353886,1.057315838,2.048993197,-0.747619993,1.481689234,-0.262577115,3
1,-0.793383083,1.487764821,0.500961389,-1.061690181,0.412846899,0.786133174,3
1,0.981735222,1.531041146,0.451494215,1.17749263,-0.686978266,0.380992207,3
1,1.286221898,1.462916932,0.247540614,-0.483602888,-1.7317065,-0.363915042,3
1,-0.272685167,1.40628765,0.222710214,-0.5817143,0.735132543,-1.176923371,2
1,1.311470731,1.670851997,1.725940461,-0.898953901,-1.077358242,0.733122391,3
1,-0.557697414,0.104344542,0.693064319,-0.628251116,-0.80553288,0.198429815,3
1,0.152015523,0.473466058,1.492673104,1.182515708,-1.069359022,0.332348023,3
1,0.311357137,-0.58350955,0.297491634,1.330945661,-0.030412841,0.818082048,1
0,1.653957996,1.568689427,-0.915370048,-0.781054548,0.307822956,1.048379943,3
1,0.533830064,0.876171005,0.899254287,-0.337853831,1.495475645,-0.241119799,3
1,0.528573918,-0.4826958,0.394355484,0.865855796,-1.56040188,0.392239086,1
1,0.088614583,1.480776941,-0.042402894,0.853507927,0.177072802,0.485462747,3
1,0.493690118,-0.646999737,-0.148277309,0.943961238,-1.967021652,0.102849984,1
1,-1.134747479,1.233284585,0.735678287,1.539190044,1.046838363,-0.119485451,3
1,-0.909294878,-0.875308683,0.273409688,2.536897521,0.827451121,0.340096953,1
1,1.235725879,-0.856316459,1.765250366,-0.886060293,0.321546241,-1.074329432,2
1,-1.289126791,-0.678760023,-0.197226527,-0.867586924,0.611603741,1.195239977,1
1,1.141292163,-0.516010308,1.524860107,-1.02013665,-1.151763266,-0.061865144,1
1,1.179130725,-0.521771317,-0.678240042,0.362228545,-1.380756844,0.635713462,1
1,0.843747983,-0.717593084,0.447786234,-1.531745562,0.315127233,-0.790718456,1
1,1.670442709,-0.671956711,-0.241764068,-0.656037466,-0.867393417,1.101987605,1
1,1.603256513,-0.780083432,1.105574565,-1.857217838,-0.825762,-2.319583406,2
0,0.920591726,-1.188096808,-1.296120523,-0.474465451,1.057836769,-0.009002112,1
0,-1.182436644,-1.048270288,-1.597684581,-0.67524901,1.168616974,-0.128727425,1
0,1.518733196,1.7397229,-0.967177924,1.297024503,-1.401573458,0.176727485,3
0,1.96130895,1.193008973,0.019605966,-0.860993214,0.963347428,-0.027099418,3
0,-0.264664721,-0.667606664,-1.751641714,-1.340574588,0.636263746,-2.097868084,2
0,0.413280823,0.481883585,-1.3559852,-0.725637803,-1.522344063,0.493531977,3
0,0.812122269,-0.607780385,-0.124221369,0.37443245,-0.149779056,-0.136109917,1
0,-0.797443851,1.572033365,-1.47014049,-0.966431096,0.908682258,0.724249988,3
0,1.073234573,-1.217560618,-1.111103839,-0.575412423,1.26287473,0.237853311,1
1,1.278590773,-0.814559424,-0.461859948,-0.685032875,-0.196043965,0.795334945,1
1,1.299997254,-0.896638692,-0.588756452,2.575765387,-0.327996883,0.176546661,1
1,0.519317209,-0.914785166,-0.52221631,-0.420943915,-1.44045402,0.428217198,1
1,-0.261412487,1.164282725,-0.509715477,-0.57964329,0.367533252,0.857971134,3
1,-0.102532369,1.277964558,-0.102200208,-0.524720057,-0.166557014,1.129375645,3
1,-0.981691732,-0.811350595,-0.664842098,-0.716395933,-0.679505347,0.859262641,1
1,-0.146286187,-0.909437483,-0.422620633,1.412268358,1.152773875,-1.854335804,2
0,1.179389659,1.61349981,-1.941160334,1.347379985,-0.035201395,0.344253288,3
0,-0.166933951,1.573730975,-1.811034609,0.047446129,-0.833467258,-0.641447998,3
1,0.584031232,0.144752052,-0.836550122,-0.390680805,-1.420573239,0.19190744,1
1,0.900169026,-0.659738448,-0.965540866,1.342156498,-0.789356297,0.975932631,1
1,-1.580506381,-1.019691238,-0.622370414,-0.556304402,-0.385953339,0.101787838,1
1,-0.75618973,-1.290355782,-0.528659382,1.660960423,1.19053848,0.180505358,1
1,0.536636773,-1.108096557,-0.263773363,-0.311408748,-1.066107481,0.148683401,1
0,1.018275993,-0.91807918,-1.551027913,-0.651334353,0.315740094,0.555812005,1
0,1.037845778,-0.718581083,-1.5661834,-0.617877748,-1.010181048,0.549919403,1
1,-0.451724296,-0.541239093,0.220215663,1.428476932,-0.72731315,0.488831214,1
1,-0.178084304,0.97769272,0.805109846,-0.780387556,0.92709025,0.098863485,3
1,-1.51485955,-0.710019813,-1.008263401,-0.987955183,0.558207603,0.850128369,1
0,0.55456172,-1.011126961,-1.162083811,-0.33926003,-0.360949537,-2.351014717,2
1,-0.661156518,0.55036833,-0.94253,1.200561336,-0.373339505,1.003667271,3
1,-1.547372376,-1.380401248,-0.979359021,0.266049979,-1.156454531,0.310422114,1
1,-1.021236387,0.956404481,-0.452075725,1.655498416,1.29837999,0.175032952,3
1,0.860774915,-0.979155387,-0.682023089,-0.641252456,0.042432214,0.834521583,1
1,0.827713086,-0.966089701,0.133627119,-0.780165982,0.898575152,0.387614979,1
0,-1.377886832,1.587248271,-1.031962249,-0.836943475,0.70916981,-2.003366557,2
1,-0.176042332,-0.079021343,-0.390294743,-0.436532026,-0.552471674,0.276747358,1
1,-0.660463436,1.171111613,-0.373831187,-0.447849263,-0.36470869,0.422248483,3
1,-0.4320143,0.97797527,-0.506559008,-0.395363841,0.645403583,0.411117197,3
1,1.552585936,-0.647142576,-0.945606129,-0.908586359,0.066068719,1.386536658,1
1,-0.688693003,1.068269211,-0.487897174,-0.536073452,0.774039182,0.567907983,3
1,1.91043584,-0.909445339,-0.696497165,2.57918109,0.163865465,0.258942072,1
1,0.373415735,-0.906776605,-0.277210765,-0.915409724,1.17192034,0.887854073,1
0,0.195298392,0.294723447,-1.691466996,-0.543174376,-1.083783869,0.218531288,3
1,-1.777876533,-0.898659315,-0.347791251,1.523553263,-0.404326383,0.172356253,1
1,1.26133495,0.225323922,1.874478037,-0.789723263,-0.694516143,-0.148046818,3
1,1.547551246,-0.209883778,-0.035877166,1.142982148,-0.110067801,-0.717619052,1
1,0.246326253,-1.274138024,-0.353483268,1.542500304,1.641849769,0.237213239,1
1,-0.87716003,-0.852849996,-0.722315457,-0.67007079,-1.113477563,0.455611388,1
1,1.520878214,-0.785473958,-0.771042438,1.517128865,-0.953333529,0.712670027,1
1,0.268443722,-0.592749919,-1.230322931,2.186760059,0.731044465,0.82400789,1
1,0.768711901,-0.600054808,1.512770488,-1.22242828,0.66405709,0.686252797,1
1,0.027760407,-0.847900098,1.384915937,1.154179502,1.192122669,0.064819232,1
1,-0.425292702,-0.587013429,1.461288742,-1.239098145,1.009258727,0.828700136,1
1,0.619435144,1.148390056,-0.436681878,-0.480077028,0.158897311,0.637010242,3
1,-0.29553901,1.465173444,-0.86049383,1.310041593,0.562748617,0.948505229,3
1,0.842066283,-1.082569898,-0.432043602,-0.381314971,-0.999022194,0.387521567,1
1,0.539838449,-0.901806969,-0.785890703,-0.719783938,-0.105985262,0.96950565,1
1,0.999062093,-0.634501755,-1.004457506,-0.872518871,0.057399182,1.560008344,1
1,1.418467912,-0.91419447,-0.323572939,-0.46321297,-0.275030167,-1.79504103,2
1,0.662047894,-0.465497642,-1.025769247,-0.990172605,0.072168633,-1.104377116,2
0,-0.565186738,-1.016736705,-1.40009612,1.484084459,0.702089729,0.049517215,1
1,-1.007384224,-0.509945756,-1.13550994,1.24624713,-0.667682489,-1.57259504,2
1,0.732809741,1.406017263,-0.420337305,1.63362385,-1.440013206,0.507748046,3
1,0.215954847,-1.110327394,-0.620847781,1.526555514,0.605528816,0.436863721,1
1,0.511813822,0.085632184,-0.742475257,1.605350539,-0.317120987,0.535864686,1
1,0.901828041,0.373664337,-0.229127691,-0.445312675,-1.440812842,0.311001605,3
1,1.654885611,1.003435238,-0.106815777,1.853671093,-0.12965182,0.115393977,3
0,1.048761934,0.954676193,-1.267805229,1.868280682,0.652143407,-1.824637583,2
1,0.511834771,-0.885641101,0.470012171,1.487466368,1.242301976,0.330880512,1
1,1.564142834,0.187482754,-0.623600808,-0.483792254,-1.096829578,0.929298747,1
1,-0.118889512,-0.801288994,0.781328434,1.445032292,0.837608802,-1.887588617,2
1,1.264586724,-0.521712518,1.611770236,0.568831357,-0.29673986,-2.232064489,2
1,0.514603201,-1.005832108,0.024852372,0.984313525,0.533291731,-0.960491257,1
1,0.229318612,-0.805272734,-0.107218613,-0.892826525,0.420469846,0.759831131,1
1,0.253367315,1.133678029,1.282014177,-0.518387158,-1.722254074,-0.662229293,3
