"","df.Movies","df.Horror","df.Thriller","df.Comedy","df.Romantic","df.Sci.fi","df.War","df.Fantasy.Fairy.tales","df.Animated","df.Documentary","df.Western","df.Action","cluster","Pc1","Pc2","kclust","hclust"
"216",-5,-4,-4,-5,-4,-5,-5,-5,-2,-5,-5,-5,3,-3.0871220218956,1.03956235669719,"3","2"
"217",-5,-1,-1,-5,-5,-2,-3,-4,-5,-5,-1,-2,1,2.51506233326872,1.21248733040264,"1","1"
"218",-5,-4,-4,-5,-5,-4,-3,-5,-5,-3,-2,-5,3,-0.524760807342161,2.14366233194158,"3","2"
"219",-5,-4,-4,-5,-3,-5,-3,-5,-5,-5,-2,-5,3,-1.58198360679625,1.94048756215588,"3","2"
"220",-5,-3,-5,-5,-5,-4,-2,-2,-2,-2,-2,-3,2,-0.108385619647555,-0.899699216411809,"2","3"
"221",-5,-5,-4,-5,-5,-5,-3,-5,-5,-5,-2,-2,3,-0.35298959931299,2.28737452164315,"3","2"
"222",-5,-2,-2,-5,-5,-4,-4,-5,-5,-4,-3,-4,3,0.107040625011319,2.10771403275375,"3","2"
"223",-3,-5,-5,-5,-5,-3,-1,-2,-1,-2,-1,-2,2,1.11437255146661,-2.45042321728698,"2","3"
"224",-5,-1,-2,-5,-5,-1,-5,-5,-2,-3,-1,-4,1,1.47303848687919,0.218703879783834,"1","1"
"225",-5,-1,-3,-4,-4,-2,-1,-5,-5,-5,-4,-2,1,1.42198127561015,1.10087703883401,"1","1"
"226",-3,-2,-2,-5,-5,-2,-2,-5,-5,-2,-2,-2,1,3.05851535194197,0.471739177716284,"1","1"
"227",-5,-3,-4,-5,-3,-5,-5,-4,-5,-5,-4,-5,3,-2.71659243190947,1.55202777856354,"3","2"
"228",-5,-4,-5,-5,-2,-5,-3,-5,-5,-3,-1,-2,3,-0.508043636640832,1.14941959746245,"3","2"
"229",-3,-1,-1,-5,-1,-1,-4,-3,-1,-5,-1,-1,2,2.02603210038277,-3.26456284409466,"2","3"
"230",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,0.254976712981441,-2.36081406346416,"2","3"
"231",-5,-5,-4,-5,-5,-4,-1,-4,-5,-3,-1,-4,1,0.369325034968162,1.55249576586507,"1","1"
"232",-4,-1,-2,-3,-3,-3,-3,-4,-4,-5,-3,-3,1,0.639577699055508,-0.837882206343875,"1","1"
"233",-5,-4,-2,-5,-4,-3,-2,-4,-5,-1,-1,-3,1,1.64097609519485,0.738027572834941,"1","1"
"234",-5,-3,-3,-5,-5,-4,-2,-2,-2,-2,-1,-3,2,0.845331645303647,-1.00590467982549,"2","3"
"235",-5,-2,-3,-5,-5,-3,-3,-4,-4,-3,-2,-2,1,1.30750081442462,0.768419930030509,"1","1"
"236",-4,-2,-3,-5,-4,-2,-2,-5,-5,-4,-4,-4,1,0.669591035464091,1.17734732752141,"1","1"
"237",-4,-1,-1,-5,-5,-4,-2,-5,-5,-5,-2,-3,1,1.962080405242,1.55082650660552,"1","1"
"238",-5,-4,-4,-4,-3,-3,-4,-4,-4,-4,-2,-3,3,-0.693679328161421,0.0834609877724523,"3","2"
"239",-5,-3,-3,-5,-4,-2,-2,-5,-5,-5,-2,-5,1,0.346978819661723,1.80213752839515,"1","1"
"240",-5,-4,-3,-4,-2,-1,-5,-3,-3,-4,-2,-5,2,-1.17181573224438,-1.18547275927476,"2","3"
"241",-5,-3,-2,-5,-2,-2,-4,-3,-5,-5,-1,-2,1,0.666478175748772,0.0111285235997465,"1","1"
"242",-5,-3,-5,-4,-5,-4,-5,-5,-5,-4,-3,-3,3,-1.05496811802145,1.73147709849626,"3","2"
"243",-4,-3,-3,-5,-4,-1,-2,-3,-4,-5,-2,-2,1,1.54499098466095,-0.400613672132352,"1","1"
"244",-5,-4,-3,-5,-4,-5,-3,-5,-5,-4,-3,-4,3,-0.857567999940653,2.01863401098979,"3","2"
"245",-5,-5,-4,-5,-4,-5,-5,-3,-3,-4,-4,-4,3,-2.69269742388636,0.334786538792738,"3","2"
"246",-5,-4,-4,-5,-2,-5,-3,-5,-5,-5,-3,-5,3,-2.11759566833937,1.69531171008767,"3","2"
"247",-4,-3,-3,-5,-5,-3,-2,-5,-5,-5,-1,-1,1,2.15725497256232,1.3642268131639,"1","1"
"248",-4,-1,-1,-5,-5,-3,-1,-3,-4,-3,-2,-4,1,2.20913011780858,-0.124142114452938,"1","1"
"249",-4,-1,-4,-5,-2,-3,-3,-4,-1,-5,-5,-5,2,-1.67655757352688,-1.25498634283066,"2","3"
"250",-3,-3,-4,-5,-2,-1,-1,-3,-3,-1,-1,-2,2,2.1918783412153,-2.39465190206293,"2","3"
"251",-5,-4,-4,-4,-2,-5,-5,-5,-5,-4,-2,-5,3,-2.26174282392864,1.12231062129677,"3","2"
"252",-5,-3,-4,-5,-4,-2,-2,-3,-3,-2,-1,-3,2,1.07842016844728,-0.569559305255177,"2","1"
"253",-5,-4,-4,-5,-3,-3,-4,-4,-4,-4,-1,-4,3,-0.695236585163482,0.572846110678969,"3","2"
"254",-5,-3,-3,-4,-4,-2,-3,-4,-4,-3,-2,-2,1,1.14275852555983,-0.0389442261708745,"1","1"
"255",-5,-2,-4,-5,-5,-3,-3,-5,-5,-4,-1,-2,1,1.33599888796229,1.80095551188607,"1","1"
"256",-4,-2,-4,-4,-4,-4,-3,-4,-4,-3,-2,-4,3,0.0333649847143677,-0.102908223533016,"3","2"
"257",-5,-2,-4,-5,-5,-3,-2,-5,-5,-3,-2,-5,1,0.488983810100063,1.94900060497066,"1","1"
"258",-5,-1,-1,-5,-4,-5,-4,-5,-5,-4,-3,-1,1,1.11770740602929,1.61831332127293,"1","1"
"259",-5,-3,-5,-3,-4,-2,-5,-5,-4,-4,-4,-2,3,-0.763680930603897,0.288624069754285,"3","2"
"260",-5,-5,-5,-5,-1,-4,-4,-1,-1,-3,-4,-5,2,-3.66694125736741,-2.4755561440381,"2","3"
"261",-5,-2,-2,-4,-3,-4,-2,-2,-3,-2,-2,-3,2,0.668066104724355,-1.59991854818104,"2","3"
"262",-5,-2,-2,-5,-4,-2,-5,-5,-5,-4,-2,-3,1,0.808079933064671,1.49346388710222,"1","1"
"263",-5,-5,-5,-5,-3,-1,-3,-5,-5,-5,-1,-5,3,-0.641649700156063,1.51747999017306,"3","1"
"264",-3,-2,-4,-1,-3,-5,-4,-4,-5,-5,-1,-4,3,-0.530809185141988,-1.38922498226748,"3","3"
"265",-5,-1,-3,-4,-2,-4,-5,-5,-2,-5,-4,-5,3,-1.99375231897647,-0.252998025247594,"3","3"
"266",-5,-3,-4,-5,-4,-1,-1,-5,-5,-3,-1,-1,1,2.56485204710896,1.08048277855159,"1","1"
"267",-5,-1,-3,-5,-4,-1,-3,-3,-3,-3,-4,-5,2,0.0656651288162325,-0.355392809224087,"2","1"
"268",-5,-1,-3,-5,-4,-3,-1,-4,-4,-2,-1,-4,1,1.69857518392945,0.422844907220739,"1","1"
"269",-5,-1,-1,-5,-5,-2,-4,-5,-4,-4,-1,-4,1,1.77732069417079,1.29480625985136,"1","1"
"270",-5,-3,-1,-5,-5,-2,-1,-5,-5,-2,-1,-1,1,3.62138381324808,1.24932216411047,"1","1"
"271",-5,-1,-1,-5,-3,-4,-1,-5,-5,-5,-1,-1,1,2.54007831390698,1.21963287514033,"1","1"
"272",-4,-5,-5,-3,-2,-3,-2,-3,-3,-2,-1,-3,2,-0.202479739200183,-2.27135519051009,"2","3"
"273",-3,-3,-4,-3,-3,-3,-2,-2,-4,-3,-1,-5,2,0.128650874151346,-2.2746655846621,"2","3"
"274",-5,-4,-4,-5,-4,-5,-3,-4,-5,-5,-3,-5,3,-1.79835784468175,1.7953166051763,"3","2"
"275",-5,-4,-4,-4,-3,-4,-5,-2,-2,-3,-1,-3,2,-1.20773555521001,-1.77310348173212,"2","3"
"276",-5,-4,-4,-5,-4,-5,-3,-4,-3,-3,-1,-3,3,-0.332723006237955,0.410622137276637,"3","2"
"277",-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-4,-5,3,-2.34962796046678,2.61817943339018,"3","2"
"278",-4,-1,-3,-4,-1,-2,-5,-4,-3,-3,-2,-4,2,-0.1875360270167,-1.65534646299091,"2","3"
"279",-4,-2,-3,-5,-4,-3,-2,-3,-5,-3,-1,-3,1,1.54029251447467,0.0319467057803932,"1","1"
"280",-5,-5,-5,-5,-1,-5,-5,-3,-3,-3,-1,-5,3,-2.92777581877632,-0.63772872643219,"3","3"
"281",-5,-3,-4,-4,-5,-5,-3,-2,-1,-1,-4,-3,2,-0.924375480800608,-1.74070462843852,"2","3"
"282",-5,-1,-3,-5,-5,-3,-4,-5,-5,-3,-2,-4,1,0.758503026598482,1.83279232136012,"1","1"
"283",-5,-2,-4,-5,-2,-3,-4,-5,-5,-3,-4,-5,3,-1.40219727079047,1.20947013841515,"3","2"
"284",-5,-5,-5,-5,-4,-2,-3,-3,-5,-3,-4,-4,3,-1.25319793696852,0.75966420378068,"3","2"
"285",-4,-1,-2,-5,-5,-2,-3,-5,-5,-5,-1,-2,1,2.56642078431331,1.25398925247392,"1","1"
"286",-3,-2,-4,-5,-4,-2,-2,-3,-2,-5,-1,-5,2,0.572044330144527,-1.42045173133135,"2","3"
"287",-5,-2,-3,-5,-5,-3,-2,-4,-4,-3,-2,-4,1,0.943654685090802,0.919540847669121,"1","1"
"288",-4,-1,-2,-4,-3,-3,-4,-4,-4,-5,-2,-4,1,0.340395635873302,-0.331364230867915,"1","1"
"289",-5,-5,-4,-5,-5,-4,-5,-3,-3,-4,-2,-2,3,-0.893844072819456,0.260668490128532,"3","3"
"290",-5,-3,-4,-5,-3,-3,-3,-4,-5,-5,-1,-5,3,-0.606897395430421,1.17741319688618,"3","2"
"291",-5,-4,-5,-5,-5,-4,-5,-3,-3,-3,-3,-3,3,-1.48579220909822,0.25918240985304,"3","3"
"292",-5,-4,-5,-4,-4,-2,-4,-5,-4,-3,-1,-2,1,0.430775667181417,0.507119578543469,"1","1"
"293",-5,-2,-1,-5,-3,-3,-5,-2,-2,-2,-5,-2,2,-0.263535587325832,-1.66553452302011,"2","3"
"294",-5,-3,-1,-5,-5,-1,-2,-5,-5,-3,-2,-3,1,2.48377775803785,1.4856772124909,"1","1"
"295",-4,-2,-2,-5,-5,-3,-2,-5,-5,-3,-3,-3,1,1.72495043660723,1.29172806041045,"1","1"
"296",-5,-4,-5,-5,-2,-1,-5,-3,-4,-4,-1,-1,2,-0.0952141993517108,-0.604304805756187,"2","1"
"297",-5,-5,-4,-5,-3,-4,-5,-3,-3,-4,-2,-3,3,-1.67399423146444,-0.222093559883362,"3","2"
"298",-5,-5,-4,-5,-3,-4,-1,-3,-5,-5,-1,-3,3,-0.196473526048626,0.685538555913439,"3","2"
"299",-5,-2,-2,-5,-1,-2,-5,-5,-5,-5,-3,-4,3,-0.666153522451127,0.890997310169912,"3","2"
"300",-5,-1,-2,-5,-5,-1,-3,-5,-5,-5,-1,-2,1,2.61469856398376,1.60056827935727,"1","1"
"301",-4,-2,-2,-4,-4,-4,-5,-3,-3,-5,-1,-2,2,0.538890234971571,-1.00352354995581,"2","3"
"302",-5,-5,-5,-5,-1,-4,-5,-1,-1,-4,-5,-5,2,-4.43394201497437,-2.29468335083111,"2","3"
"303",-3,-1,-2,-5,-3,-5,-2,-4,-4,-3,-2,-3,1,1.26245326372061,-0.490980129962927,"1","1"
"304",-4,-2,-5,-4,-3,-1,-2,-5,-5,-4,-1,-1,1,1.99958383599122,0.0383548377792036,"1","1"
"305",-4,-1,-2,-5,-4,-1,-1,-5,-2,-1,-1,-1,1,3.99056709832236,-1.09594584557755,"1","1"
"306",-4,-1,-3,-5,-3,-5,-4,-2,-1,-1,-1,-5,2,-0.392649964411885,-2.35156225920074,"2","3"
"307",-5,-3,-4,-5,-3,-4,-3,-2,-1,-3,-2,-5,2,-1.42125501309322,-1.63417903577266,"2","3"
"308",-5,-1,-1,-5,-2,-3,-1,-5,-5,-5,-3,-4,1,0.992220770904489,1.15233477883932,"1","1"
"309",-5,-5,-5,-5,-5,-2,-1,-5,-5,-3,-1,-3,1,1.09056237135088,1.74367831468106,"1","1"
"310",-5,-3,-3,-4,-2,-5,-3,-2,-5,-2,-3,-5,3,-1.5169526976015,-0.591628342375219,"3","3"
"311",-5,-4,-4,-5,-5,-2,-3,-5,-5,-4,-2,-3,1,0.559970168665504,1.87533685681209,"1","1"
"312",-5,-2,-5,-5,-3,-3,-5,-3,-2,-5,-5,-4,3,-2.55586845929665,-0.5181090414935,"3","3"
"313",-5,-4,-4,-5,-4,-2,-2,-2,-2,-3,-2,-2,2,0.529681730909477,-1.36893201827377,"2","3"
"314",-5,-1,-4,-4,-5,-3,-4,-5,-5,-3,-2,-3,1,0.749558725273626,1.33910700692582,"1","1"
"315",-5,-2,-4,-5,-3,-3,-4,-5,-5,-2,-2,-4,3,-0.0664737900635548,1.20677916474179,"3","2"
"316",-4,-3,-2,-5,-2,-5,-3,-4,-4,-4,-4,-4,3,-1.03873705477808,0.0529515975647081,"3","2"
"317",-4,-2,-2,-5,-4,-4,-4,-5,-5,-4,-2,-3,1,0.76656132166367,1.24252352268404,"1","1"
"318",-5,-2,-2,-5,-3,-3,-5,-3,-2,-4,-3,-3,2,-0.480633500735613,-0.90614975461072,"2","3"
"319",-5,-1,-2,-5,-5,-3,-3,-5,-5,-5,-3,-4,1,0.749686920450159,2.07090231061406,"1","1"
"320",-5,-1,-2,-5,-5,-1,-2,-5,-3,-3,-2,-4,1,2.12230218928241,0.650054345773511,"1","1"
"321",-5,-5,-4,-5,-4,-3,-1,-5,-5,-2,-1,-2,1,1.3856023655069,1.32943872794392,"1","1"
"322",-5,-1,-4,-2,-3,-4,-3,-2,-2,-4,-3,-4,2,-1.12216780741717,-2.50542349127445,"2","3"
"323",-5,-2,-4,-3,-2,-1,-4,-1,-1,-4,-4,-5,2,-1.8053676883775,-3.42311306603292,"2","3"
"324",-5,-1,-5,-2,-2,-1,-5,-2,-2,-5,-3,-4,2,-1.5494053612431,-2.93347704968761,"2","3"
"325",-5,-5,-5,-5,-2,-5,-4,-3,-3,-3,-4,-5,3,-3.33815781544954,-0.256611264974433,"3","3"
"326",-5,-2,-4,-5,-4,-5,-5,-3,-3,-5,-2,-5,3,-1.92221343474572,0.37071147901478,"3","2"
"327",-5,-1,-4,-5,-3,-1,-3,-5,-5,-5,-2,-5,1,0.219360204873614,1.39226546296711,"1","1"
"328",-5,-1,-2,-5,-5,-3,-2,-5,-5,-3,-3,-2,1,2.02572513279965,1.63457303754096,"1","1"
"329",-4,-3,-3,-4,-3,-5,-4,-3,-5,-5,-1,-4,3,-0.739974238894874,-0.0677676647786192,"3","2"
"330",-5,-2,-4,-5,-4,-5,-3,-4,-4,-1,-3,-5,3,-0.806512729981496,0.784193537009979,"3","2"
"331",-5,-3,-4,-5,-5,-2,-4,-5,-3,-3,-2,-2,1,0.829591152321923,0.761532003029755,"1","1"
"332",-5,-5,-5,-5,-3,-1,-3,-4,-4,-4,-1,-2,1,0.311557071250292,0.228263561477631,"1","1"
"333",-5,-3,-4,-5,-3,-4,-4,-5,-5,-4,-3,-5,3,-1.52854916916143,1.72526751034922,"3","2"
"334",-5,-4,-3,-4,-3,-2,-1,-5,-4,-2,-1,-4,1,1.23875558894366,0.147122150413502,"1","1"
"335",-5,-1,-5,-4,-3,-4,-3,-5,-5,-4,-2,-4,3,-0.503709774855642,1.11142336848887,"3","2"
"336",-5,-4,-2,-5,-5,-2,-4,-5,-5,-4,-2,-4,1,0.574422443580456,1.90865974656163,"1","1"
"337",-5,-5,-5,-5,-4,-2,-1,-4,-4,-5,-1,-5,3,-0.310029247454751,0.968065819391209,"3","1"
"338",-2,-1,-1,-3,-3,-1,-1,-4,-4,-2,-1,-1,1,4.38183465183902,-2.67156542598085,"1","1"
"339",-5,-3,-3,-5,-5,-5,-4,-5,-5,-4,-4,-5,3,-1.35949855785721,2.40922815202754,"3","2"
"340",-4,-3,-3,-5,-3,-5,-2,-2,-2,-4,-2,-3,2,-0.280208012009313,-1.63016137603941,"2","3"
"341",-5,-5,-5,-5,-5,-1,-1,-5,-5,-3,-1,-5,1,0.719957073747616,1.79916056985449,"1","1"
"342",-5,-3,-5,-4,-4,-2,-5,-5,-3,-4,-1,-5,3,-0.872193690883577,0.425245323681106,"3","3"
"343",-5,-3,-3,-4,-4,-3,-3,-4,-4,-4,-2,-2,1,0.693421652321436,0.199298614011545,"1","1"
"344",-5,-1,-1,-4,-3,-3,-2,-5,-5,-5,-4,-4,1,0.590125099413423,1.04765386116424,"1","1"
"345",-4,-2,-2,-4,-4,-3,-3,-4,-3,-3,-2,-4,1,0.899749171515245,-0.728096994699826,"1","1"
"346",-5,-4,-5,-4,-4,-2,-3,-5,-5,-3,-3,-3,3,-0.156850426631763,1.09513125026581,"3","2"
"347",-5,-5,-4,-3,-1,-5,-5,-2,-1,-3,-4,-5,2,-3.84039554911343,-2.79978986695319,"2","3"
"348",-4,-2,-4,-4,-3,-1,-2,-4,-3,-3,-1,-4,1,1.22249007531983,-1.22454911246228,"1","1"
"349",-5,-4,-4,-3,-2,-5,-5,-3,-2,-3,-3,-5,3,-2.89468553370233,-1.67562824633286,"3","3"
"350",-2,-2,-2,-4,-4,-4,-1,-3,-3,-2,-2,-3,1,2.04833869829963,-2.24477451891914,"1","3"
"351",-5,-3,-3,-5,-5,-2,-2,-3,-3,-2,-1,-3,1,1.62453378831732,-0.320083261659183,"1","1"
"352",-5,-1,-3,-5,-5,-3,-2,-3,-2,-5,-3,-4,2,0.263669717857801,-0.179471422672763,"2","3"
"353",-5,-4,-5,-5,-4,-4,-2,-2,-3,-1,-1,-3,2,-0.00905010037852991,-0.870024536715626,"2","3"
"354",-5,-2,-3,-4,-2,-4,-4,-4,-4,-4,-2,-4,3,-0.793327331495681,-0.101810862975691,"3","2"
"355",-4,-2,-1,-5,-2,-1,-3,-3,-3,-1,-1,-1,1,2.86162224832555,-2.11944649167943,"1","3"
"356",-4,-2,-2,-5,-3,-4,-2,-5,-4,-5,-3,-3,1,0.600433637191246,0.644072882416486,"1","1"
"357",-5,-1,-1,-5,-5,-5,-1,-5,-5,-5,-1,-2,1,2.3678918991273,1.98342021039489,"1","1"
"358",-5,-1,-3,-5,-5,-5,-1,-5,-5,-3,-1,-3,1,1.71128635317363,1.88454129312725,"1","1"
"359",-5,-3,-3,-5,-3,-2,-4,-5,-5,-4,-2,-3,1,0.346964032699087,1.25923367062021,"1","1"
"360",-4,-5,-4,-5,-5,-2,-3,-5,-3,-5,-1,-2,1,0.938511888834673,0.562480002715061,"1","1"
"361",-5,-2,-3,-5,-5,-3,-2,-2,-2,-1,-5,-2,2,0.594412208578221,-1.20757862283638,"2","3"
"362",-5,-5,-5,-5,-1,-5,-5,-5,-5,-5,-5,-5,3,-4.09339541944363,1.58901728229348,"3","2"
"363",-5,-1,-3,-4,-5,-2,-3,-5,-5,-2,-1,-3,1,2.12883139521732,1.01149427472225,"1","1"
"364",-2,-1,-1,-5,-3,-1,-1,-1,-3,-1,-1,-3,2,3.4575573393113,-3.58686180262624,"2","3"
"365",-5,-3,-3,-4,-2,-3,-5,-3,-3,-4,-2,-5,2,-1.54091992139008,-0.99230840888895,"2","3"
"366",-5,-4,-3,-4,-4,-3,-2,-4,-4,-4,-1,-2,1,1.08932408792501,0.176275825635787,"1","1"
"367",-5,-5,-5,-5,-4,-1,-3,-5,-5,-4,-1,-1,1,1.06447075164356,1.33894559216711,"1","1"
"368",-5,-5,-5,-3,-1,-3,-4,-1,-1,-3,-2,-4,2,-2.46007770881308,-3.63604548174071,"2","3"
"369",-5,-1,-5,-5,-4,-3,-1,-3,-3,-3,-1,-2,1,1.36129146807136,-0.463365138151125,"1","1"
"370",-3,-1,-2,-2,-2,-2,-5,-4,-1,-5,-2,-4,2,0.113087991202804,-3.39029283401827,"2","3"
"371",-5,-1,-3,-5,-1,-2,-3,-5,-5,-5,-1,-4,1,0.442126334357059,0.781784118330068,"1","1"
"372",-5,-1,-2,-5,-5,-5,-5,-5,-5,-5,-2,-5,3,-0.447124719389387,2.37656931543646,"3","2"
"373",-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,-5,3,-2.57275660546939,2.64625792154583,"3","2"
"374",-4,-4,-5,-4,-1,-1,-1,-4,-5,-4,-1,-1,1,1.2923629107016,-0.947793630566582,"1","1"
"375",-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-1,-5,3,-1.73832008659545,2.53734201088291,"3","2"
"376",-4,-1,-4,-4,-2,-3,-3,-4,-4,-4,-1,-1,1,1.23208290245513,-0.980125299021017,"1","3"
"377",-5,-2,-4,-4,-3,-4,-2,-5,-5,-5,-1,-3,1,0.385863167603264,1.09577659619492,"1","1"
"378",-5,-1,-3,-4,-5,-3,-1,-5,-5,-3,-1,-3,1,2.27474413433922,1.21547140976578,"1","1"
"379",-5,-1,-3,-5,-4,-4,-3,-4,-5,-5,-2,-3,1,0.424170979295142,1.34491824143162,"1","1"
"380",-5,-4,-4,-5,-3,-3,-2,-4,-5,-4,-3,-5,3,-0.985237872796516,1.14372492983186,"3","2"
"381",-4,-5,-4,-4,-2,-3,-3,-2,-3,-4,-4,-2,2,-1.20952279472465,-2.02992633697685,"2","3"
"382",-5,-3,-5,-4,-3,-3,-2,-2,-2,-5,-1,-2,2,-0.118981689407633,-1.76886804500496,"2","3"
"383",-5,-1,-3,-4,-1,-4,-3,-2,-3,-5,-4,-5,2,-1.94644665378943,-1.52687990981803,"2","3"
"384",-4,-2,-2,-4,-3,-2,-2,-3,-4,-2,-1,-2,1,2.33149628983438,-1.49584317252648,"1","3"
"385",-4,-3,-3,-5,-4,-4,-3,-4,-4,-2,-2,-4,3,0.318888902448209,0.213557560332884,"3","2"
"386",-5,-3,-3,-4,-4,-2,-3,-1,-1,-3,-1,-3,2,0.530515172325121,-2.72717930126322,"2","3"
"387",-5,-1,-2,-4,-5,-2,-2,-5,-5,-4,-1,-2,1,2.7616554729251,1.12720876338241,"1","1"
"388",-5,-3,-5,-5,-3,-3,-4,-2,-2,-3,-2,-5,2,-1.68212645582681,-1.25136886606761,"2","3"
"389",-5,-3,-3,-5,-4,-2,-3,-3,-2,-3,-2,-2,2,0.896267153061444,-0.951262229322441,"2","3"
"390",-5,-5,-4,-5,-4,-3,-3,-5,-5,-4,-3,-3,3,-0.479134617464006,1.77531119946193,"3","2"
"391",-4,-3,-4,-4,-2,-5,-4,-3,-3,-2,-1,-4,2,-0.945262152705633,-1.58261850023453,"2","2"
"392",-5,-3,-3,-4,-2,-3,-3,-2,-3,-3,-2,-2,2,0.0748304623384643,-1.871310134515,"2","3"
"393",-5,-1,-2,-5,-5,-3,-1,-5,-5,-3,-1,-3,1,2.61442390342106,1.62502983909605,"1","1"
"394",-5,-4,-3,-5,-1,-3,-3,-1,-2,-3,-1,-4,2,-0.892267561732551,-2.46022836261453,"2","3"
"395",-4,-2,-2,-4,-4,-1,-1,-3,-3,-5,-1,-1,1,2.93272184118123,-1.49449639044146,"1","1"
"396",-5,-3,-4,-5,-4,-3,-3,-4,-4,-3,-2,-2,1,0.548760107878889,0.551322566117946,"1","1"
"397",-5,-5,-5,-5,-4,-2,-1,-5,-5,-4,-1,-2,1,1.03811925833617,1.50157828716687,"1","1"
"398",-5,-4,-5,-5,-3,-5,-3,-5,-5,-5,-1,-5,3,-1.59248516512316,1.9361873706281,"3","2"
"399",-4,-2,-4,-4,-4,-2,-4,-3,-3,-5,-3,-4,2,-0.507846599591174,-0.933471583483005,"2","3"
"400",-5,-3,-5,-5,-5,-1,-1,-5,-2,-3,-1,-1,1,2.26627111824122,0.0644544454467408,"1","1"
"401",-5,-5,-5,-5,-4,-2,-2,-5,-5,-4,-1,-3,1,0.409758984399042,1.60283802484034,"1","1"
"402",-5,-1,-3,-5,-5,-1,-1,-5,-4,-3,-1,-5,1,2.14598396934056,1.15722859498857,"1","1"
"403",-5,-3,-3,-5,-1,-2,-2,-1,-1,-4,-2,-5,2,-0.958555450111714,-2.81912499236871,"2","3"
"404",-5,-2,-4,-5,-3,-5,-5,-2,-3,-4,-2,-5,3,-2.11862641209241,-0.505088353718265,"3","2"
"405",-5,-1,-2,-5,-4,-1,-2,-5,-5,-4,-2,-1,1,2.86591801170546,1.12866136446779,"1","1"
"406",-5,-5,-5,-5,-2,-2,-3,-3,-3,-5,-3,-5,3,-2.17397385009357,-0.399384627841877,"3","3"
"407",-4,-2,-3,-5,-3,-2,-3,-3,-3,-4,-3,-3,2,0.393957333311484,-1.03408868453197,"2","3"
"408",-5,-1,-1,-4,-5,-1,-1,-4,-5,-2,-1,-2,1,3.85831779486699,0.245509281493499,"1","1"
"409",-3,-1,-4,-4,-5,-1,-3,-3,-3,-2,-2,-1,1,2.53909096021275,-1.93872395137574,"1","3"
"410",-5,-2,-3,-5,-3,-3,-4,-3,-3,-4,-4,-4,2,-1.07876115287571,-0.322438274416164,"2","3"
"411",-5,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-0.230199003499055,-1.44211297962822,"2","3"
"412",-5,-2,-2,-5,-4,-2,-1,-3,-3,-2,-1,-4,1,1.90074914239822,-0.602880800327956,"1","1"
"413",-3,-4,-3,-4,-3,-3,-3,-3,-3,-3,-4,-4,2,-0.581017062894554,-1.76251302989472,"2","3"
"414",-4,-5,-5,-5,-5,-2,-1,-3,-3,-2,-1,-3,2,1.09667973053426,-0.6638724488558,"2","1"
"415",-5,-2,-4,-5,-3,-5,-4,-4,-5,-4,-3,-5,3,-1.73696458762682,1.33877630567312,"3","2"
"416",-3,-5,-4,-5,-2,-2,-2,-1,-1,-4,-2,-1,2,0.327609035063288,-3.69216336573397,"2","3"
"417",-5,-1,-2,-4,-3,-1,-1,-4,-3,-5,-1,-2,1,2.47749512364607,-0.799958070633573,"1","1"
"418",-5,-3,-3,-5,-3,-3,-1,-2,-2,-5,-1,-4,2,0.178258224766427,-1.24215712199804,"2","3"
"419",-5,-1,-2,-5,-4,-1,-1,-3,-3,-4,-1,-3,1,2.4180348640862,-0.581215229854433,"1","1"
"420",-5,-4,-4,-4,-3,-4,-2,-3,-3,-3,-3,-4,2,-1.06993516943252,-0.752473475121384,"2","2"
"421",-5,-4,-4,-3,-1,-4,-4,-1,-2,-2,-2,-5,2,-2.32188021808944,-3.186485102187,"2","3"
"422",-5,-2,-4,-5,-5,-5,-2,-5,-5,-5,-3,-4,3,-0.38985918471886,2.37962801572121,"3","2"
"423",-5,-1,-4,-3,-2,-4,-4,-3,-2,-5,-5,-2,2,-1.61485932916711,-1.82756942702421,"2","3"
"424",-5,-1,-4,-5,-4,-4,-2,-2,-3,-3,-1,-4,2,0.302559495662211,-0.666059464328257,"2","3"
"425",-5,-1,-3,-5,-5,-2,-1,-5,-5,-3,-1,-2,1,2.9146187346627,1.46209986291937,"1","1"
"426",-5,-2,-4,-5,-3,-3,-3,-1,-5,-3,-1,-4,2,-0.13712297203351,-0.590687138278728,"2","1"
"427",-5,-2,-5,-5,-4,-3,-3,-4,-2,-4,-2,-1,2,0.477657152634027,-0.294704065976265,"2","1"
"428",-5,-4,-4,-4,-2,-4,-4,-3,-3,-4,-4,-4,3,-2.35926807866363,-0.837912296902912,"3","3"
"429",-5,-3,-5,-5,-2,-1,-5,-5,-5,-4,-1,-1,1,0.445060621746644,0.741565002823207,"1","1"
"430",-1,-2,-2,-5,-5,-1,-1,-5,-4,-1,-1,-1,1,4.86499893173521,-1.26921350767355,"1","1"
"431",-5,-4,-4,-5,-4,-4,-2,-4,-4,-4,-1,-4,3,-0.166145265269887,0.934796388132663,"3","2"
"432",-5,-1,-2,-3,-5,-2,-5,-5,-5,-5,-2,-4,1,0.71966067278809,1.06707417864411,"1","1"
