"","df.Music","df.Slow.songs.or.fast.songs","df.Dance","df.Folk","df.Country","df.Classical.music","df.Musical","df.Rock","df.Metal.or.Hardrock","df.Punk","df.Hiphop..Rap","df.Reggae..Ska","df.Swing..Jazz","df.Rock.n.roll","df.Alternative","df.Latino","df.Techno..Trance","df.Opera","df.Pop","cluster"
"221",-5,-5,-5,-2,-2,-3,-5,-5,-2,-4,-4,-4,-3,-3,-2,-4,-5,-2,-5,2
"222",-5,-2,-2,-2,-3,-3,-3,-5,-1,-2,-2,-1,-3,-2,-5,-4,-2,-4,-4,2
"223",-5,-3,-3,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,1
"224",-5,-3,-5,-3,-2,-2,-5,-3,-1,-1,-4,-2,-1,-5,-2,-5,-3,-2,-5,2
"225",-5,-3,-2,-5,-4,-5,-5,-5,-4,-3,-3,-3,-4,-4,-4,-5,-1,-4,-3,2
"226",-5,-3,-3,-4,-2,-1,-2,-2,-1,-1,-3,-2,-1,-2,-1,-5,-1,-1,-5,1
"227",-5,-3,-5,-3,-2,-3,-3,-4,-3,-1,-4,-2,-3,-3,-3,-2,-5,-2,-4,2
"228",-5,-4,-1,-2,-1,-5,-1,-5,-5,-2,-1,-1,-4,-3,-5,-2,-1,-1,-1,3
"229",-2,-3,-3,-3,-3,-2,-2,-4,-2,-2,-2,-1,-3,-5,-2,-5,-1,-5,-3,2
"230",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2
"231",-5,-3,-4,-2,-3,-2,-2,-2,-1,-2,-2,-1,-1,-1,-1,-3,-1,-1,-5,1
"232",-5,-4,-3,-4,-2,-5,-4,-5,-2,-1,-3,-3,-5,-3,-5,-2,-3,-4,-2,2
"233",-5,-5,-5,-2,-2,-2,-4,-4,-2,-2,-4,-3,-2,-4,-3,-5,-3,-2,-5,2
"234",-5,-3,-3,-2,-1,-2,-3,-2,-1,-1,-4,-3,-3,-2,-1,-1,-1,-1,-5,1
"235",-5,-3,-3,-3,-2,-3,-3,-4,-1,-1,-2,-2,-4,-3,-1,-4,-1,-2,-4,2
"236",-5,-3,-4,-3,-4,-4,-3,-4,-4,-4,-3,-2,-2,-3,-2,-3,-2,-3,-2,3
"237",-5,-3,-3,-2,-1,-2,-2,-2,-1,-1,-2,-3,-3,-3,-2,-5,-1,-2,-5,1
"238",-5,-3,-3,-1,-2,-4,-4,-5,-3,-4,-1,-1,-1,-3,-2,-4,-2,-4,-3,3
"239",-5,-3,-3,-2,-1,-1,-3,-5,-4,-5,-5,-5,-5,-5,-5,-3,-2,-1,-4,3
"240",-5,-3,-4,-3,-1,-1,-1,-5,-5,-5,-5,-5,-4,-5,-4,-2,-1,-1,-4,3
"241",-5,-3,-2,-4,-3,-5,-3,-5,-5,-5,-2,-5,-4,-3,-5,-2,-1,-5,-2,3
"242",-5,-3,-4,-2,-2,-4,-4,-4,-2,-4,-4,-4,-5,-4,-4,-4,-4,-3,-4,2
"243",-5,-4,-5,-3,-3,-2,-2,-3,-1,-1,-4,-3,-2,-4,-1,-3,-2,-1,-4,1
"244",-5,-3,-3,-3,-4,-4,-5,-4,-4,-3,-2,-2,-4,-3,-3,-5,-4,-3,-3,2
"245",-5,-3,-2,-1,-3,-3,-1,-5,-3,-1,-2,-2,-3,-5,-1,-2,-2,-2,-4,3
"246",-5,-4,-3,-5,-2,-4,-3,-4,-2,-3,-5,-5,-2,-3,-5,-4,-3,-3,-3,2
"247",-5,-3,-4,-2,-2,-2,-1,-3,-1,-3,-3,-3,-1,-1,-1,-2,-2,-1,-4,1
"248",-5,-3,-4,-2,-1,-3,-4,-5,-5,-3,-2,-3,-2,-2,-4,-5,-5,-2,-2,3
"249",-5,-3,-4,-2,-3,-4,-1,-4,-4,-5,-4,-4,-5,-5,-2,-5,-3,-2,-2,2
"250",-5,-3,-1,-1,-2,-1,-2,-2,-1,-1,-1,-2,-1,-2,-2,-3,-1,-1,-3,1
"251",-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
"252",-5,-4,-3,-1,-1,-3,-3,-5,-1,-1,-3,-1,-2,-1,-1,-1,-1,-4,-5,1
"253",-5,-3,-3,-2,-2,-4,-3,-4,-1,-3,-5,-5,-3,-3,-4,-4,-1,-1,-4,2
"254",-5,-3,-3,-1,-1,-3,-2,-4,-2,-4,-4,-1,-3,-3,-4,-2,-3,-3,-4,3
"255",-4,-3,-4,-1,-1,-2,-4,-4,-1,-1,-4,-3,-4,-4,-3,-4,-1,-1,-4,2
"256",-4,-3,-3,-3,-3,-3,-3,-5,-4,-4,-3,-4,-3,-4,-3,-3,-2,-3,-3,3
"257",-5,-4,-5,-2,-3,-2,-5,-4,-1,-3,-3,-3,-3,-3,-3,-5,-2,-1,-5,2
"258",-5,-1,-2,-2,-2,-4,-4,-5,-4,-5,-1,-4,-3,-3,-5,-2,-1,-2,-1,3
"259",-5,-3,-3,-2,-5,-3,-3,-5,-3,-2,-2,-4,-3,-5,-5,-3,-1,-4,-4,3
"260",-5,-4,-5,-1,-1,-1,-1,-3,-2,-2,-2,-4,-1,-3,-3,-1,-5,-1,-5,1
"261",-5,-3,-2,-1,-2,-3,-2,-3,-2,-3,-1,-3,-3,-2,-4,-2,-4,-2,-2,3
"262",-5,-3,-5,-2,-3,-2,-2,-3,-1,-1,-5,-4,-4,-5,-1,-5,-2,-1,-4,2
"263",-5,-3,-4,-1,-1,-3,-4,-4,-1,-3,-5,-5,-3,-2,-2,-3,-1,-2,-2,1
"264",-5,-2,-1,-5,-2,-5,-2,-4,-5,-3,-1,-1,-3,-3,-5,-1,-1,-5,-2,3
"265",-4,-2,-1,-2,-1,-5,-2,-5,-5,-1,-1,-1,-2,-1,-2,-1,-1,-4,-1,3
"266",-5,-4,-5,-4,-1,-2,-5,-5,-2,-2,-5,-3,-1,-4,-1,-5,-1,-2,-5,2
"267",-4,-5,-2,-2,-4,-2,-5,-5,-4,-2,-4,-2,-2,-3,-1,-5,-1,-1,-4,2
"268",-5,-3,-2,-2,-1,-4,-4,-4,-2,-1,-2,-3,-2,-2,-1,-2,-1,-3,-4,1
"269",-5,-3,-3,-2,-1,-2,-2,-5,-2,-3,-2,-2,-3,-4,-5,-1,-1,-2,-2,3
"270",-5,-5,-5,-3,-3,-3,-3,-4,-2,-4,-4,-5,-5,-5,-5,-5,-4,-1,-3,2
"271",-5,-3,-1,-4,-3,-2,-5,-5,-4,-3,-1,-1,-5,-5,-3,-3,-1,-1,-2,3
"272",-5,-3,-4,-2,-1,-3,-3,-4,-1,-1,-4,-1,-1,-4,-2,-2,-2,-1,-3,1
"273",-5,-5,-4,-1,-1,-3,-2,-4,-2,-1,-1,-2,-1,-1,-1,-3,-5,-3,-4,1
"274",-5,-4,-5,-5,-2,-5,-5,-5,-2,-2,-5,-5,-5,-3,-3,-5,-2,-5,-5,2
"275",-2,-4,-2,-1,-1,-2,-2,-4,-3,-2,-3,-3,-3,-3,-2,-1,-2,-1,-3,1
"276",-5,-4,-3,-2,-2,-4,-3,-2,-1,-1,-4,-1,-3,-4,-2,-4,-2,-2,-4,1
"277",-5,-4,-5,-4,-5,-4,-5,-5,-5,-5,-2,-5,-5,-5,-5,-5,-5,-4,-5,2
"278",-5,-3,-1,-1,-1,-3,-3,-2,-1,-1,-2,-1,-1,-1,-2,-2,-1,-2,-5,1
"279",-5,-3,-4,-1,-1,-1,-3,-3,-1,-2,-3,-2,-1,-1,-2,-2,-4,-2,-3,1
"280",-5,-3,-5,-2,-2,-2,-1,-5,-1,-2,-2,-1,-2,-3,-3,-4,-4,-1,-3,1
"281",-5,-3,-2,-3,-4,-3,-3,-1,-1,-3,-3,-2,-4,-4,-3,-3,-2,-1,-3,2
"282",-5,-3,-4,-3,-2,-4,-5,-4,-1,-2,-3,-3,-4,-3,-4,-4,-3,-2,-5,2
"283",-5,-4,-3,-2,-2,-2,-2,-5,-4,-3,-2,-3,-2,-2,-5,-2,-4,-1,-3,3
"284",-5,-3,-3,-2,-4,-3,-4,-5,-2,-2,-5,-2,-3,-5,-3,-4,-3,-1,-4,2
"285",-5,-3,-2,-2,-1,-4,-3,-5,-5,-5,-1,-3,-3,-5,-5,-3,-1,-2,-2,3
"286",-5,-2,-2,-1,-4,-5,-4,-4,-1,-3,-1,-1,-1,-3,-1,-3,-1,-5,-5,2
"287",-5,-3,-4,-2,-2,-2,-2,-3,-2,-3,-2,-3,-3,-3,-3,-3,-2,-2,-5,1
"288",-5,-3,-4,-4,-3,-3,-3,-4,-4,-4,-5,-5,-2,-4,-3,-3,-4,-2,-4,2
"289",-5,-4,-3,-2,-2,-3,-2,-4,-2,-2,-2,-3,-3,-3,-3,-3,-3,-1,-5,1
"290",-5,-3,-3,-2,-1,-4,-4,-3,-1,-1,-5,-4,-3,-4,-2,-3,-1,-2,-5,2
"291",-5,-5,-3,-3,-4,-2,-1,-5,-4,-5,-2,-4,-3,-2,-5,-3,-1,-1,-2,3
"292",-5,-3,-4,-2,-3,-3,-2,-4,-1,-2,-4,-2,-2,-3,-2,-2,-3,-1,-4,1
"293",-5,-5,-3,-2,-3,-3,-3,-5,-2,-2,-5,-1,-5,-5,-1,-2,-4,-1,-2,2
"294",-4,-3,-3,-2,-3,-3,-5,-2,-1,-1,-2,-3,-1,-1,-1,-5,-1,-1,-3,1
"295",-5,-2,-3,-2,-3,-3,-4,-4,-2,-2,-3,-2,-3,-3,-2,-3,-2,-2,-5,2
"296",-5,-2,-2,-3,-3,-2,-3,-3,-2,-2,-2,-2,-4,-1,-4,-4,-1,-1,-2,1
"297",-5,-5,-4,-3,-2,-3,-3,-4,-2,-2,-4,-4,-4,-3,-2,-2,-4,-2,-4,2
"298",-5,-4,-3,-1,-2,-3,-2,-3,-1,-2,-3,-3,-3,-2,-3,-1,-4,-2,-5,1
"299",-5,-3,-5,-1,-2,-3,-2,-3,-1,-1,-5,-2,-2,-1,-2,-1,-5,-3,-3,1
"300",-5,-3,-2,-2,-1,-5,-3,-5,-5,-5,-1,-3,-3,-5,-5,-2,-1,-3,-2,3
"301",-5,-1,-1,-3,-2,-5,-3,-3,-1,-2,-3,-3,-2,-2,-4,-2,-1,-3,-2,3
"302",-5,-4,-1,-1,-1,-1,-1,-2,-2,-2,-5,-1,-1,-1,-1,-1,-5,-1,-2,1
"303",-5,-3,-3,-2,-2,-2,-4,-3,-1,-2,-4,-4,-3,-3,-3,-4,-3,-2,-3,2
"304",-5,-4,-3,-5,-2,-2,-5,-4,-2,-2,-1,-2,-2,-5,-2,-5,-1,-2,-5,2
"305",-5,-3,-2,-4,-4,-1,-2,-3,-1,-1,-2,-1,-1,-4,-3,-3,-1,-1,-5,1
"306",-4,-3,-4,-2,-1,-1,-2,-4,-3,-4,-2,-3,-2,-2,-2,-2,-3,-1,-4,1
"307",-5,-4,-1,-1,-1,-1,-1,-3,-1,-1,-5,-5,-1,-3,-1,-2,-4,-1,-3,1
"308",-5,-4,-3,-5,-2,-5,-5,-2,-1,-1,-1,-2,-5,-5,-3,-3,-2,-5,-4,2
"309",-5,-4,-5,-2,-1,-2,-3,-2,-1,-1,-3,-2,-3,-3,-1,-2,-4,-1,-5,1
"310",-2,-3,-4,-2,-2,-1,-1,-4,-3,-3,-2,-3,-1,-1,-3,-1,-2,-1,-4,1
"311",-5,-3,-3,-2,-4,-5,-3,-5,-2,-4,-1,-4,-4,-4,-5,-3,-1,-3,-5,3
"312",-5,-5,-2,-1,-3,-2,-1,-5,-5,-1,-1,-1,-1,-5,-1,-2,-1,-2,-2,3
"313",-5,-3,-3,-1,-2,-3,-2,-2,-1,-1,-4,-2,-2,-3,-5,-2,-1,-3,-4,1
"314",-5,-3,-3,-3,-2,-4,-4,-4,-2,-3,-3,-2,-2,-2,-3,-2,-3,-4,-4,2
"315",-5,-4,-2,-1,-3,-1,-2,-3,-1,-1,-5,-2,-1,-2,-1,-3,-2,-1,-4,1
"316",-4,-4,-3,-3,-4,-4,-4,-5,-3,-2,-4,-4,-3,-4,-2,-3,-2,-3,-5,2
"317",-5,-4,-3,-1,-1,-2,-2,-4,-4,-3,-5,-2,-2,-1,-1,-4,-3,-2,-2,1
"318",-4,-3,-5,-3,-3,-2,-1,-5,-2,-1,-3,-3,-3,-4,-1,-2,-2,-3,-3,1
"319",-5,-3,-4,-2,-4,-3,-2,-2,-1,-2,-4,-4,-2,-3,-1,-3,-2,-3,-5,1
"320",-5,-3,-4,-1,-2,-1,-3,-5,-1,-1,-5,-5,-3,-4,-3,-3,-1,-2,-5,1
"321",-5,-1,-3,-5,-5,-5,-2,-5,-4,-2,-3,-4,-5,-1,-1,-1,-1,-1,-2,3
"322",-5,-3,-1,-3,-2,-4,-5,-5,-3,-5,-2,-4,-1,-4,-4,-4,-1,-5,-3,3
"323",-2,-4,-4,-2,-3,-3,-2,-5,-4,-3,-3,-3,-2,-4,-3,-1,-2,-1,-4,3
"324",-5,-3,-2,-2,-3,-4,-2,-5,-4,-5,-1,-5,-4,-5,-5,-1,-2,-4,-1,3
"325",-5,-2,-2,-1,-2,-2,-2,-4,-2,-2,-3,-3,-1,-1,-1,-1,-3,-1,-4,1
"326",-5,-3,-3,-1,-3,-4,-1,-5,-4,-4,-1,-2,-5,-5,-5,-1,-3,-1,-5,3
"327",-5,-4,-3,-3,-2,-4,-3,-5,-3,-3,-4,-3,-3,-3,-2,-4,-1,-2,-5,2
"328",-5,-3,-5,-5,-5,-5,-5,-5,-3,-3,-2,-2,-5,-5,-3,-5,-2,-5,-5,2
"329",-4,-4,-2,-2,-2,-2,-2,-4,-2,-5,-1,-4,-2,-3,-4,-2,-4,-2,-2,3
"330",-5,-4,-2,-1,-1,-1,-1,-3,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-5,1
"331",-5,-3,-5,-2,-2,-1,-2,-3,-1,-1,-3,-3,-2,-2,-1,-2,-3,-1,-5,1
"332",-5,-3,-2,-3,-3,-4,-2,-5,-4,-3,-1,-3,-4,-4,-5,-3,-1,-1,-3,3
"333",-5,-3,-5,-4,-3,-4,-5,-4,-2,-2,-3,-3,-4,-3,-2,-4,-2,-4,-4,2
"334",-5,-4,-4,-3,-2,-2,-3,-4,-1,-1,-4,-2,-2,-4,-2,-5,-5,-1,-4,1
"335",-5,-4,-2,-2,-3,-4,-3,-5,-3,-3,-1,-1,-3,-3,-3,-2,-1,-4,-2,3
"336",-5,-3,-4,-3,-4,-2,-2,-1,-1,-1,-4,-2,-1,-2,-2,-5,-4,-1,-5,1
"337",-5,-3,-2,-2,-2,-3,-4,-5,-3,-4,-3,-3,-3,-3,-5,-1,-2,-3,-3,3
"338",-5,-4,-3,-1,-1,-2,-3,-5,-5,-3,-4,-4,-4,-4,-5,-2,-1,-1,-3,3
"339",-5,-3,-5,-4,-4,-5,-4,-5,-3,-3,-4,-5,-5,-5,-4,-5,-3,-3,-4,2
"340",-5,-3,-3,-2,-1,-2,-3,-5,-3,-3,-5,-4,-2,-3,-3,-2,-4,-1,-4,1
"341",-5,-3,-5,-2,-2,-2,-4,-2,-1,-1,-5,-5,-3,-3,-2,-5,-2,-1,-5,2
"342",-5,-3,-3,-4,-2,-4,-4,-4,-1,-3,-4,-5,-5,-4,-3,-5,-3,-3,-5,2
"343",-5,-4,-3,-2,-2,-3,-3,-2,-1,-1,-2,-2,-4,-3,-2,-5,-1,-2,-3,2
"344",-4,-3,-1,-1,-2,-3,-2,-2,-1,-2,-2,-2,-3,-3,-4,-3,-3,-3,-2,1
"345",-4,-4,-3,-3,-3,-3,-3,-3,-2,-1,-3,-3,-3,-3,-2,-2,-1,-2,-3,1
"346",-5,-4,-4,-3,-1,-3,-2,-3,-1,-1,-5,-3,-1,-2,-2,-5,-2,-1,-4,1
"347",-5,-4,-1,-1,-3,-1,-1,-3,-5,-3,-2,-1,-1,-2,-2,-1,-1,-1,-1,3
"348",-5,-3,-3,-1,-1,-2,-1,-4,-2,-1,-1,-2,-2,-3,-2,-2,-1,-1,-3,1
"349",-5,-4,-3,-1,-3,-1,-2,-4,-5,-3,-3,-2,-2,-4,-5,-1,-5,-1,-3,3
"350",-5,-3,-3,-4,-2,-5,-4,-3,-1,-1,-2,-3,-4,-3,-1,-2,-2,-5,-3,2
"351",-5,-3,-3,-5,-2,-2,-3,-1,-1,-1,-4,-2,-1,-2,-1,-4,-1,-1,-4,1
"352",-5,-4,-3,-3,-2,-2,-2,-3,-3,-3,-5,-5,-3,-4,-3,-4,-5,-2,-2,2
"353",-5,-4,-2,-4,-1,-5,-5,-4,-3,-4,-2,-4,-3,-3,-4,-2,-1,-5,-4,3
"354",-5,-3,-4,-1,-2,-3,-1,-2,-1,-1,-3,-3,-2,-2,-2,-1,-4,-3,-4,1
"355",-5,-3,-2,-1,-3,-1,-3,-5,-4,-1,-1,-1,-1,-2,-2,-3,-1,-2,-2,3
"356",-2,-3,-2,-3,-3,-3,-4,-4,-2,-2,-2,-4,-2,-4,-3,-3,-1,-3,-3,2
"357",-5,-3,-4,-5,-5,-5,-2,-5,-1,-5,-3,-2,-2,-5,-5,-1,-5,-3,-4,2
"358",-5,-3,-4,-5,-1,-4,-5,-4,-1,-1,-3,-3,-4,-4,-1,-5,-4,-4,-5,2
"359",-5,-3,-4,-2,-3,-3,-3,-3,-1,-3,-3,-3,-5,-3,-2,-2,-2,-2,-3,2
"360",-5,-5,-3,-4,-3,-5,-5,-1,-1,-1,-1,-1,-4,-5,-3,-5,-1,-5,-3,2
"361",-5,-4,-5,-1,-5,-1,-5,-4,-1,-3,-4,-2,-3,-4,-3,-2,-4,-1,-4,2
"362",-5,-5,-4,-2,-1,-3,-1,-5,-1,-5,-4,-1,-1,-5,-3,-1,-1,-1,-4,3
"363",-5,-3,-3,-2,-2,-3,-4,-5,-1,-1,-4,-2,-4,-3,-1,-5,-2,-2,-5,2
"364",-5,-5,-3,-1,-1,-1,-1,-5,-5,-1,-1,-1,-1,-1,-1,-1,-5,-1,-3,1
"365",-5,-3,-4,-3,-1,-2,-2,-4,-4,-4,-2,-2,-2,-4,-2,-2,-3,-2,-4,3
"366",-5,-3,-4,-3,-2,-5,-3,-3,-2,-1,-3,-2,-3,-4,-4,-2,-2,-2,-5,2
"367",-5,-3,-3,-1,-1,-1,-1,-5,-1,-2,-4,-2,-1,-5,-3,-3,-3,-1,-5,1
"368",-5,-5,-1,-2,-1,-2,-2,-2,-4,-5,-1,-5,-1,-4,-4,-1,-1,-2,-1,3
"369",-5,-1,-4,-4,-2,-2,-3,-1,-1,-1,-1,-2,-1,-2,-2,-4,-1,-2,-5,1
"370",-5,-3,-5,-2,-5,-5,-5,-5,-1,-1,-3,-3,-4,-5,-5,-3,-3,-5,-5,2
"371",-5,-4,-1,-1,-1,-3,-1,-5,-3,-5,-1,-3,-2,-1,-1,-1,-1,-3,-2,3
"372",-5,-2,-2,-3,-2,-5,-5,-4,-1,-1,-2,-2,-5,-3,-2,-3,-2,-3,-5,2
"373",-5,-5,-4,-1,-1,-1,-4,-1,-1,-1,-4,-2,-1,-1,-1,-5,-5,-3,-5,1
"374",-5,-2,-3,-2,-1,-3,-3,-4,-3,-3,-1,-3,-3,-3,-3,-3,-2,-3,-5,3
"375",-5,-3,-3,-1,-1,-2,-3,-5,-3,-5,-3,-4,-3,-4,-5,-1,-2,-3,-4,3
"376",-5,-2,-1,-1,-1,-1,-1,-5,-4,-1,-1,-3,-4,-4,-4,-2,-1,-1,-2,3
"377",-5,-3,-3,-3,-1,-5,-1,-3,-1,-2,-2,-3,-5,-3,-5,-3,-2,-4,-2,2
"378",-5,-3,-5,-3,-2,-4,-5,-3,-2,-4,-3,-2,-2,-2,-1,-2,-3,-3,-5,2
"379",-5,-5,-3,-3,-3,-4,-2,-4,-2,-2,-2,-4,-3,-3,-3,-4,-3,-2,-4,2
"380",-4,-3,-4,-1,-3,-2,-3,-2,-1,-1,-3,-3,-3,-2,-2,-4,-5,-4,-2,1
"381",-5,-3,-2,-2,-2,-3,-1,-5,-4,-3,-3,-3,-3,-4,-5,-3,-1,-1,-1,3
"382",-5,-3,-4,-4,-4,-2,-4,-4,-3,-4,-2,-2,-2,-3,-5,-3,-2,-2,-5,2
"383",-5,-4,-4,-1,-2,-2,-3,-3,-1,-1,-4,-3,-3,-2,-1,-5,-4,-1,-5,1
"384",-5,-3,-1,-1,-1,-1,-2,-5,-5,-3,-2,-1,-1,-5,-3,-1,-1,-1,-3,3
"385",-4,-3,-2,-2,-2,-2,-1,-4,-2,-2,-2,-3,-2,-3,-2,-4,-3,-2,-4,1
"386",-5,-3,-2,-1,-1,-1,-2,-3,-1,-2,-3,-1,-1,-3,-1,-1,-4,-1,-3,1
"387",-5,-3,-1,-1,-1,-2,-3,-5,-4,-4,-4,-3,-1,-2,-1,-2,-1,-2,-4,3
"388",-5,-5,-5,-2,-2,-1,-1,-2,-1,-1,-4,-2,-2,-3,-3,-2,-4,-1,-4,1
"389",-5,-3,-4,-1,-2,-4,-3,-4,-1,-1,-3,-3,-3,-4,-3,-3,-4,-1,-4,2
"390",-5,-3,-4,-2,-4,-3,-3,-4,-1,-4,-3,-4,-4,-4,-2,-2,-2,-1,-5,2
"391",-4,-3,-2,-2,-2,-4,-3,-3,-1,-2,-3,-3,-3,-3,-2,-3,-3,-3,-3,2
"392",-5,-4,-3,-2,-4,-2,-2,-3,-4,-4,-2,-5,-4,-5,-5,-2,-4,-2,-2,3
"393",-5,-3,-4,-2,-2,-2,-3,-3,-1,-1,-4,-2,-3,-2,-2,-5,-1,-1,-5,1
"394",-4,-3,-4,-1,-2,-2,-1,-3,-1,-1,-4,-2,-1,-2,-1,-1,-4,-1,-3,1
"395",-3,-2,-1,-3,-3,-3,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,1
"396",-5,-3,-4,-2,-2,-2,-2,-4,-1,-1,-4,-1,-2,-4,-3,-2,-3,-2,-4,1
"397",-5,-3,-3,-3,-1,-2,-5,-4,-2,-2,-2,-3,-3,-5,-2,-5,-1,-1,-3,2
"398",-5,-4,-4,-3,-1,-5,-3,-3,-1,-1,-2,-2,-1,-1,-1,-3,-1,-4,-5,1
"399",-5,-3,-3,-2,-2,-3,-1,-4,-1,-1,-3,-2,-3,-2,-2,-3,-3,-1,-4,1
"400",-5,-3,-4,-1,-1,-1,-1,-3,-3,-3,-3,-3,-2,-4,-3,-1,-3,-1,-5,1
"401",-4,-4,-2,-1,-1,-2,-3,-5,-3,-4,-3,-5,-4,-4,-4,-2,-1,-1,-4,3
"402",-5,-3,-4,-2,-1,-2,-3,-5,-2,-5,-3,-3,-2,-3,-2,-2,-4,-2,-5,1
"403",-5,-5,-3,-1,-1,-1,-1,-2,-1,-4,-5,-5,-1,-2,-3,-1,-1,-1,-3,1
"404",-5,-4,-4,-2,-1,-2,-1,-5,-2,-3,-2,-2,-2,-3,-3,-2,-4,-1,-4,1
"405",-4,-2,-2,-2,-3,-3,-3,-3,-2,-3,-1,-4,-3,-3,-5,-2,-3,-3,-2,3
"406",-5,-4,-3,-1,-1,-1,-1,-4,-2,-4,-5,-5,-1,-1,-3,-1,-1,-1,-2,1
"407",-5,-3,-2,-4,-3,-3,-3,-3,-1,-1,-1,-3,-3,-3,-3,-4,-2,-4,-3,2
"408",-5,-3,-3,-1,-1,-3,-3,-3,-1,-1,-3,-3,-1,-1,-5,-5,-1,-1,-5,1
"409",-5,-4,-4,-3,-3,-3,-2,-4,-1,-4,-2,-3,-2,-4,-2,-5,-3,-2,-3,2
"410",-5,-3,-3,-2,-2,-3,-4,-1,-1,-2,-2,-4,-4,-2,-3,-5,-2,-2,-3,2
"411",-5,-3,-3,-1,-3,-3,-3,-3,-1,-1,-4,-1,-3,-3,-1,-3,-5,-1,-4,1
"412",-4,-2,-4,-3,-2,-3,-2,-2,-2,-1,-4,-2,-1,-2,-2,-2,-2,-1,-3,1
"413",-5,-3,-3,-2,-4,-4,-2,-5,-2,-2,-5,-4,-4,-5,-2,-2,-2,-2,-4,2
"414",-4,-3,-4,-3,-1,-2,-3,-2,-1,-1,-3,-3,-2,-3,-1,-3,-1,-3,-5,1
"415",-5,-3,-4,-2,-2,-2,-2,-5,-4,-5,-2,-5,-3,-4,-5,-2,-2,-1,-3,3
"416",-3,-3,-2,-2,-4,-3,-2,-3,-1,-2,-1,-1,-1,-2,-1,-1,-1,-2,-4,1
"417",-5,-2,-1,-1,-1,-1,-1,-4,-4,-3,-1,-1,-1,-1,-4,-1,-1,-1,-2,3
"418",-5,-3,-5,-1,-1,-3,-1,-3,-1,-1,-5,-2,-1,-1,-3,-1,-5,-1,-5,1
"419",-5,-3,-2,-1,-1,-4,-3,-5,-4,-3,-3,-3,-5,-5,-5,-5,-1,-2,-4,3
"420",-5,-3,-2,-1,-1,-2,-4,-5,-3,-3,-1,-2,-3,-5,-5,-2,-1,-1,-2,3
"421",-5,-4,-5,-2,-3,-2,-3,-4,-2,-2,-2,-2,-2,-4,-4,-2,-3,-2,-4,2
"422",-5,-4,-5,-3,-5,-3,-4,-4,-2,-3,-4,-3,-4,-5,-4,-5,-4,-4,-5,2
"423",-5,-4,-4,-4,-1,-5,-1,-2,-4,-1,-1,-1,-4,-4,-4,-1,-5,-4,-1,3
"424",-3,-4,-2,-1,-3,-1,-1,-4,-2,-4,-4,-4,-3,-1,-1,-1,-1,-1,-3,1
"425",-5,-4,-3,-2,-1,-5,-3,-5,-3,-5,-3,-2,-4,-3,-1,-5,-1,-1,-4,2
"426",-5,-3,-4,-2,-1,-2,-1,-5,-1,-1,-1,-3,-5,-4,-4,-4,-1,-1,-4,2
"427",-3,-3,-4,-2,-2,-2,-1,-2,-1,-1,-3,-2,-3,-3,-3,-3,-2,-1,-4,1
"428",-5,-3,-2,-4,-3,-5,-4,-5,-3,-2,-3,-3,-5,-5,-4,-3,-1,-4,-3,2
"429",-5,-5,-2,-2,-2,-1,-1,-5,-1,-5,-3,-5,-2,-5,-5,-1,-1,-1,-2,3
"430",-4,-3,-3,-2,-2,-2,-3,-2,-1,-1,-5,-1,-1,-2,-1,-5,-4,-2,-3,1
"431",-5,-3,-3,-2,-2,-2,-2,-4,-2,-3,-3,-2,-2,-3,-1,-5,-1,-2,-4,1
"432",-5,-5,-3,-3,-1,-4,-4,-5,-2,-2,-1,-2,-3,-4,-5,-3,-2,-2,-2,3
"433",-5,-3,-4,-1,-2,-2,-1,-3,-1,-1,-5,-2,-2,-3,-3,-4,-2,-1,-5,1
"434",-5,-3,-2,-2,-1,-2,-4,-5,-2,-2,-1,-4,-5,-4,-5,-2,-1,-2,-2,3
"435",-3,-2,-3,-2,-4,-5,-4,-3,-1,-1,-2,-2,-2,-4,-3,-4,-2,-4,-3,2
"436",-5,-4,-3,-3,-3,-4,-4,-5,-2,-3,-1,-3,-5,-5,-1,-4,-1,-5,-5,2
"437",-5,-3,-3,-2,-1,-3,-2,-4,-1,-1,-1,-3,-2,-3,-5,-3,-1,-1,-2,3
"438",-5,-3,-3,-5,-2,-4,-2,-4,-2,-1,-1,-2,-2,-4,-5,-4,-4,-4,-2,2
"439",-5,-3,-4,-5,-3,-4,-2,-4,-2,-2,-2,-2,-4,-4,-2,-5,-2,-2,-4,2
"440",-5,-4,-4,-3,-2,-4,-2,-5,-3,-4,-3,-3,-4,-5,-3,-1,-3,-3,-2,3
"441",-5,-3,-2,-2,-1,-5,-5,-4,-1,-1,-1,-1,-1,-2,-1,-4,-5,-4,-4,2
"442",-5,-3,-5,-1,-1,-2,-2,-1,-1,-1,-5,-2,-1,-2,-2,-2,-1,-1,-5,1
"443",-5,-4,-3,-4,-2,-2,-2,-5,-3,-4,-3,-3,-2,-4,-4,-2,-1,-1,-3,3
