"","Movies","Horror","Thriller","Comedy","Romantic","Sci.fi","War","Fantasy.Fairy.tales","Animated","Documentary","Western","Action","Age","Height","Weight","Number.of.siblings","Gender","Left...right.handed","Education","Only.child","Village...town","House...block.of.flats","cluster"
"281",5,3,4,4,5,5,3,2,1,1,4,3,16,169,48,0,1,2,2,1,2,2,1
"282",5,1,3,5,5,3,4,5,5,3,2,4,18,166,65,1,1,1,5,0,2,1,1
"283",5,2,4,5,2,3,4,5,5,3,4,5,20,178,88,0,0,2,5,0,1,2,2
"284",5,5,5,5,4,2,3,3,5,3,4,4,16,162,55,0,1,2,1,1,2,1,1
"285",4,1,2,5,5,2,3,5,5,5,1,2,18,160,50,1,1,2,5,0,2,1,1
"286",3,2,4,5,4,2,2,3,2,5,1,5,20,178,68,1,0,1,5,0,1,2,2
"287",5,2,3,5,5,3,2,4,4,3,2,4,18,168,65,1,1,2,5,0,2,1,1
"288",4,1,2,4,3,3,4,4,4,5,2,4,19,185,62,1,0,2,5,0,1,2,1
"289",5,5,4,5,5,4,5,3,3,4,2,2,19,175,58,0,1,2,1,1,2,1,1
"290",5,3,4,5,3,3,3,4,5,5,1,5,20,167,55,1,1,2,5,0,2,1,1
"291",5,4,5,5,5,4,5,3,3,3,3,3,18,193,84,0,0,2,1,1,2,1,2
"292",5,4,5,4,4,2,4,5,4,3,1,2,17,160,60,1,1,2,5,0,2,1,1
"293",5,2,1,5,3,3,5,2,2,2,5,2,17,182,92,1,0,2,5,1,1,2,2
"294",5,3,1,5,5,1,2,5,5,3,2,3,22,165,60,2,1,2,5,0,1,2,1
"295",4,2,2,5,5,3,2,5,5,3,3,3,16,174,65,1,1,2,5,1,2,1,1
"296",5,4,5,5,2,1,5,3,4,4,1,1,24,169,50,1,1,2,4,0,2,1,1
"297",5,5,4,5,3,4,5,3,3,4,2,3,17,185,73,1,0,2,5,0,2,1,2
"298",5,5,4,5,3,4,1,3,5,5,1,3,17,170,60,1,0,1,5,0,2,1,1
"299",5,2,2,5,1,2,5,5,5,5,3,4,17,182,76,2,0,2,5,0,2,2,2
"300",5,1,2,5,5,1,3,5,5,5,1,2,18,160,50,2,1,2,5,0,2,1,1
"301",4,2,2,4,4,4,5,3,3,5,1,2,18,158,53,2,1,2,5,0,1,2,1
"302",5,5,5,5,1,4,5,1,1,4,5,5,16,186,63,1,0,2,5,0,1,2,2
"303",3,1,2,5,3,5,2,4,4,3,2,3,20,173,68,1,1,2,5,1,2,1,1
"304",4,2,5,4,3,1,2,5,5,4,1,1,29,168,56,2,1,2,4,0,2,1,1
"305",4,1,2,5,4,1,1,5,2,1,1,1,24,172,68,3,1,2,1,0,1,2,1
"306",4,1,3,5,3,5,4,2,1,1,1,5,18,164,60,0,1,2,5,1,2,1,1
"307",5,3,4,5,3,4,3,2,1,3,2,5,17,185,70,1,0,2,5,1,2,1,2
"308",5,1,1,5,2,3,1,5,5,5,3,4,16,182,75,1,0,2,5,0,2,1,2
"309",5,5,5,5,5,2,1,5,5,3,1,3,17,170,65,2,1,2,5,0,2,1,1
"310",5,3,3,4,2,5,3,2,5,2,3,5,20,187,68,2,0,2,1,0,2,2,2
"311",5,4,4,5,5,2,3,5,5,4,2,3,16,169,63,1,1,2,5,0,1,2,1
"312",5,2,5,5,3,3,5,3,2,5,5,4,19,189,76,1,0,2,5,0,2,1,2
"313",5,4,4,5,4,2,2,2,2,3,2,2,18,166,60,1,1,2,5,0,2,1,1
"314",5,1,4,4,5,3,4,5,5,3,2,3,20,161,59,1,1,2,5,0,2,1,1
"315",5,2,4,5,3,3,4,5,5,2,2,4,19,180,80,1,0,2,5,0,2,1,2
"316",4,3,2,5,2,5,3,4,4,4,4,4,18,185,74,1,0,1,5,0,2,2,2
"317",4,2,2,5,4,4,4,5,5,4,2,3,21,179,96,0,0,2,5,1,2,1,2
"318",5,2,2,5,3,3,5,3,2,4,3,3,19,170,68,2,0,2,1,0,2,2,1
"319",5,1,2,5,5,3,3,5,5,5,3,4,20,184,72,2,1,2,5,0,2,1,2
"320",5,1,2,5,5,1,2,5,3,3,2,4,23,180,62,1,1,2,1,0,2,1,1
"321",5,5,4,5,4,3,1,5,5,2,1,2,19,166,58,1,1,2,1,0,1,2,1
"322",5,1,4,2,3,4,3,2,2,4,3,4,19,167,50,2,1,2,1,0,2,1,1
"323",5,2,4,3,2,1,4,1,1,4,4,5,20,178,75,2,0,2,1,0,2,1,2
"324",5,1,5,2,2,1,5,2,2,5,3,4,24,175,70,5,0,2,1,0,1,2,2
"325",5,5,5,5,2,5,4,3,3,3,4,5,19,190,85,1,0,2,1,0,2,1,2
"326",5,2,4,5,4,5,5,3,3,5,2,5,20,178,67,2,0,2,5,0,1,1,2
"327",5,1,4,5,3,1,3,5,5,5,2,5,19,168,58,2,1,2,5,0,1,2,1
"328",5,1,2,5,5,3,2,5,5,3,3,2,19,164,53,4,1,2,5,0,1,2,1
"329",4,3,3,4,3,5,4,3,5,5,1,4,20,187,56,2,0,2,5,0,2,1,1
"330",5,2,4,5,4,5,3,4,4,1,3,5,20,174,72,0,0,1,1,1,2,1,2
"331",5,3,4,5,5,2,4,5,3,3,2,2,21,176,62,1,1,2,5,0,2,1,1
"332",5,5,5,5,3,1,3,4,4,4,1,2,17,158,70,0,1,2,5,1,1,2,1
"333",5,3,4,5,3,4,4,5,5,4,3,5,25,174,67,2,0,2,4,0,2,2,1
"334",5,4,3,4,3,2,1,5,4,2,1,4,20,170,58,1,1,1,5,0,2,1,1
"335",5,1,5,4,3,4,3,5,5,4,2,4,21,173,58,1,1,2,5,0,2,1,1
"336",5,4,2,5,5,2,4,5,5,4,2,4,21,158,49,0,1,2,5,1,1,1,1
"337",5,5,5,5,4,2,1,4,4,5,1,5,22,185,90,1,0,2,1,0,2,1,2
"338",2,1,1,3,3,1,1,4,4,2,1,1,19,170,58,1,1,2,5,0,2,2,1
"339",5,3,3,5,5,5,4,5,5,4,4,5,25,178,77,1,0,2,1,0,2,1,2
"340",4,3,3,5,3,5,2,2,2,4,2,3,19,166,55,0,1,2,5,1,2,1,1
"341",5,5,5,5,5,1,1,5,5,3,1,5,25,167,64,2,1,2,4,0,2,1,1
"342",5,3,5,4,4,2,5,5,3,4,1,5,25,169,60,1,1,2,4,0,2,1,1
"343",5,3,3,4,4,3,3,4,4,4,2,2,21,168,60,0,1,2,5,1,2,2,1
"344",5,1,1,4,3,3,2,5,5,5,4,4,20,178,65,2,0,2,5,0,2,1,1
"345",4,2,2,4,4,3,3,4,3,3,2,4,24,165,49,2,1,2,4,0,2,1,1
"346",5,4,5,4,4,2,3,5,5,3,3,3,30,160,47,2,1,2,4,0,2,1,1
"347",5,5,4,3,1,5,5,2,1,3,4,5,21,176,75,1,0,2,5,0,2,1,2
"348",4,2,4,4,3,1,2,4,3,3,1,4,27,186,77,3,0,2,4,0,2,1,2
"349",5,4,4,3,2,5,5,3,2,3,3,5,21,172,68,1,0,2,1,0,2,1,1
"350",2,2,2,4,4,4,1,3,3,2,2,3,16,164,50,0,1,2,5,1,2,1,1
"351",5,3,3,5,5,2,2,3,3,2,1,3,21,175,75,1,1,2,1,0,1,2,2
"352",5,1,3,5,5,3,2,3,2,5,3,4,20,165,60,1,1,2,1,0,1,2,1
"353",5,4,5,5,4,4,2,2,3,1,1,3,22,160,65,1,1,2,5,0,2,1,1
"354",5,2,3,4,2,4,4,4,4,4,2,4,19,180,80,1,0,1,5,0,1,1,2
"355",4,2,1,5,2,1,3,3,3,1,1,1,20,170,90,1,1,2,5,0,1,1,2
"356",4,2,2,5,3,4,2,5,4,5,3,3,23,175,79,2,0,2,5,0,1,2,2
"357",5,1,1,5,5,5,1,5,5,5,1,2,20,167,57,2,1,2,1,0,1,2,1
"358",5,1,3,5,5,5,1,5,5,3,1,3,21,168,60,1,1,1,5,0,1,2,1
"359",5,3,3,5,3,2,4,5,5,4,2,3,19,166,44,1,1,1,5,0,2,1,1
"360",4,5,4,5,5,2,3,5,3,5,1,2,21,164,58,1,1,2,1,0,2,1,1
"361",5,2,3,5,5,3,2,2,2,1,5,2,16,165,50,0,1,2,2,1,2,1,1
"362",5,5,5,5,1,5,5,5,5,5,5,5,20,180,88,1,0,2,5,0,1,2,2
"363",5,1,3,4,5,2,3,5,5,2,1,3,18,173,60,0,1,2,5,1,2,1,1
"364",2,1,1,5,3,1,1,1,3,1,1,3,21,168,54,1,1,2,5,0,2,1,1
"365",5,3,3,4,2,3,5,3,3,4,2,5,21,177,68,2,0,2,5,0,1,2,2
"366",5,4,3,4,4,3,2,4,4,4,1,2,18,167,56,2,0,2,1,0,2,1,1
"367",5,5,5,5,4,1,3,5,5,4,1,1,19,173,69,1,1,2,5,0,1,2,1
"368",5,5,5,3,1,3,4,1,1,3,2,4,18,180,60,1,0,2,5,0,1,2,1
"369",5,1,5,5,4,3,1,3,3,3,1,2,18,172,60,1,1,2,5,0,1,2,1
"370",3,1,2,2,2,2,5,4,1,5,2,4,23,158,53,0,1,2,5,1,1,2,1
"371",5,1,3,5,1,2,3,5,5,5,1,4,20,165,52,1,1,2,5,0,1,2,1
"372",5,1,2,5,5,5,5,5,5,5,2,5,18,168,55,1,1,1,5,0,1,2,1
"373",5,5,5,5,5,5,5,5,5,5,3,5,28,180,76,1,1,2,1,0,2,1,2
"374",4,4,5,4,1,1,1,4,5,4,1,1,24,163,67,1,1,2,4,0,1,2,1
"375",5,4,5,5,5,5,5,5,5,5,1,5,21,161,57,3,1,2,5,0,1,2,1
"376",4,1,4,4,2,3,3,4,4,4,1,1,22,160,65,1,1,2,4,0,2,2,1
"377",5,2,4,4,3,4,2,5,5,5,1,3,19,180,77,1,0,2,5,0,2,1,2
"378",5,1,3,4,5,3,1,5,5,3,1,3,18,164,56,2,1,2,5,0,2,1,1
"379",5,1,3,5,4,4,3,4,5,5,2,3,19,170,53,1,1,2,4,0,1,2,1
"380",5,4,4,5,3,3,2,4,5,4,3,5,19,185,78,2,0,1,5,0,1,2,2
"381",4,5,4,4,2,3,3,2,3,4,4,2,20,184,80,1,0,2,5,0,2,1,2
"382",5,3,5,4,3,3,2,2,2,5,1,2,19,170,56,3,1,2,5,0,2,1,1
"383",5,1,3,4,1,4,3,2,3,5,4,5,18,184,83,1,0,2,5,0,2,1,2
"384",4,2,2,4,3,2,2,3,4,2,1,2,18,173,60,1,1,2,5,0,2,1,1
"385",4,3,3,5,4,4,3,4,4,2,2,4,19,176,62,1,0,2,5,0,2,1,1
"386",5,3,3,4,4,2,3,1,1,3,1,3,18,163,55,0,1,2,5,1,2,1,1
"387",5,1,2,4,5,2,2,5,5,4,1,2,18,180,74,2,1,2,5,0,1,2,2
"388",5,3,5,5,3,3,4,2,2,3,2,5,19,175,70,1,0,2,5,0,2,1,2
"389",5,3,3,5,4,2,3,3,2,3,2,2,19,164,58,1,1,2,5,0,2,1,1
"390",5,5,4,5,4,3,3,5,5,4,3,3,18,163,58,6,1,2,5,0,2,1,1
"391",4,3,4,4,2,5,4,3,3,2,1,4,18,162,54,3,1,2,5,0,1,2,1
"392",5,3,3,4,2,3,3,2,3,3,2,2,19,170,54,1,1,2,5,0,2,1,1
"393",5,1,2,5,5,3,1,5,5,3,1,3,20,157,43,1,1,2,5,1,2,1,1
"394",5,4,3,5,1,3,3,1,2,3,1,4,19,185,70,1,0,2,5,0,2,1,2
"395",4,2,2,4,4,1,1,3,3,5,1,1,26,163,55,3,1,1,4,0,1,2,1
"396",5,3,4,5,4,3,3,4,4,3,2,2,19,168,49,1,1,2,5,0,1,2,1
"397",5,5,5,5,4,2,1,5,5,4,1,2,19,169,67,1,1,2,5,1,1,2,1
"398",5,4,5,5,3,5,3,5,5,5,1,5,22,178,82,1,0,2,1,0,1,2,2
"399",4,2,4,4,4,2,4,3,3,5,3,4,20,165,65,1,0,2,1,0,1,2,1
"400",5,3,5,5,5,1,1,5,2,3,1,1,28,180,63,2,1,2,4,0,2,1,1
"401",5,5,5,5,4,2,2,5,5,4,1,3,21,156,48,0,1,2,5,1,2,2,1
"402",5,1,3,5,5,1,1,5,4,3,1,5,19,175,58,1,1,2,5,0,1,2,1
"403",5,3,3,5,1,2,2,1,1,4,2,5,22,188,80,2,0,2,5,0,2,1,2
"404",5,2,4,5,3,5,5,2,3,4,2,5,19,181,62,2,0,2,5,0,2,2,1
"405",5,1,2,5,4,1,2,5,5,4,2,1,19,166,62,0,1,2,5,1,2,1,1
"406",5,5,5,5,2,2,3,3,3,5,3,5,22,189,78,2,0,1,5,0,2,1,2
"407",4,2,3,5,3,2,3,3,3,4,3,3,29,189,96,3,0,2,4,1,1,2,2
"408",5,1,1,4,5,1,1,4,5,2,1,2,18,164,60,0,1,2,5,1,2,1,1
"409",3,1,4,4,5,1,3,3,3,2,2,1,22,172,50,1,1,2,5,0,2,2,1
"410",5,2,3,5,3,3,4,3,3,4,4,4,17,157,46,1,1,2,5,0,2,2,1
"411",5,3,3,3,3,3,3,3,3,3,3,3,19,189,72,0,0,2,1,1,2,1,2
"412",5,2,2,5,4,2,1,3,3,2,1,4,20,161,46,1,1,2,5,0,1,2,1
"413",3,4,3,4,3,3,3,3,3,3,4,4,18,173,60,1,1,2,5,1,1,2,1
"414",4,5,5,5,5,2,1,3,3,2,1,3,19,167,58,1,1,2,5,0,1,1,1
"415",5,2,4,5,3,5,4,4,5,4,3,5,20,178,74,1,0,2,5,0,2,1,2
"416",3,5,4,5,2,2,2,1,1,4,2,1,25,186,78,1,0,2,4,0,1,1,2
"417",5,1,2,4,3,1,1,4,3,5,1,2,29,170,64,0,0,1,4,1,1,2,1
"418",5,3,3,5,3,3,1,2,2,5,1,4,19,180,80,1,0,2,5,0,1,2,2
"419",5,1,2,5,4,1,1,3,3,4,1,3,20,175,60,2,1,2,5,0,2,2,1
"420",5,4,4,4,3,4,2,3,3,3,3,4,18,169,53,3,1,2,5,0,2,1,1
"421",5,4,4,3,1,4,4,1,2,2,2,5,30,180,80,3,0,2,4,0,2,2,2
"422",5,2,4,5,5,5,2,5,5,5,3,4,21,161,55,2,1,2,5,0,2,1,1
"423",5,1,4,3,2,4,4,3,2,5,5,2,22,190,65,1,0,2,1,0,2,1,2
"424",5,1,4,5,4,4,2,2,3,3,1,4,22,189,82,2,0,2,5,0,2,1,2
"425",5,1,3,5,5,2,1,5,5,3,1,2,20,173,73,1,1,2,1,1,2,2,2
"426",5,2,4,5,3,3,3,1,5,3,1,4,19,165,64,1,1,2,5,0,2,1,1
"427",5,2,5,5,4,3,3,4,2,4,2,1,28,171,57,1,1,2,4,0,2,1,1
"428",5,4,4,4,2,4,4,3,3,4,4,4,22,177,75,1,0,2,5,0,2,1,2
"429",5,3,5,5,2,1,5,5,5,4,1,1,20,160,49,2,1,2,1,1,1,2,1
"430",1,2,2,5,5,1,1,5,4,1,1,1,16,168,50,1,1,2,5,0,2,1,1
"431",5,4,4,5,4,4,2,4,4,4,1,4,19,165,56,1,1,2,5,0,2,1,1
"432",5,1,2,3,5,2,5,5,5,5,2,4,20,163,68,2,1,2,5,0,2,1,1
"433",5,3,5,4,2,3,4,2,3,3,2,5,21,185,78,1,0,2,1,0,2,1,2
"434",5,2,3,5,5,3,3,3,4,3,1,1,19,165,55,1,1,2,5,0,2,1,1
"435",4,3,4,4,4,2,2,5,4,4,2,2,25,170,52,1,1,2,1,0,2,1,1
"436",3,1,1,5,3,3,3,1,1,5,2,2,20,165,60,1,1,2,5,0,2,2,1
"437",5,1,1,4,3,2,4,5,5,4,2,3,19,170,50,3,1,2,5,0,1,2,1
"438",5,3,3,5,5,5,5,5,5,4,1,3,19,172,58,2,1,1,5,0,2,2,1
"439",4,4,5,3,5,1,5,2,2,4,1,1,21,179,60,1,1,2,5,0,2,1,1
"440",5,3,5,4,2,5,5,5,5,3,5,5,22,193,86,6,0,2,4,0,1,2,2
"441",5,2,1,5,5,5,3,5,5,5,4,2,28,176,60,1,1,2,4,0,2,1,1
"442",5,5,4,5,3,4,5,4,2,3,1,2,21,168,50,1,1,2,1,0,1,2,1
"443",5,2,4,5,3,4,3,3,4,4,5,5,20,177,75,3,0,2,5,0,1,2,2
"444",5,1,5,5,2,3,3,2,2,3,2,4,19,189,83,1,0,1,5,0,2,1,2
"445",4,2,3,3,2,4,1,5,1,5,3,2,21,168,53,1,1,2,1,0,1,2,1
"446",4,2,3,4,4,4,4,4,3,4,4,4,22,176,70,1,0,2,1,1,1,2,2
"447",5,3,3,5,4,4,2,4,4,3,3,4,19,185,75,2,0,2,5,0,2,1,2
"448",4,3,5,5,3,3,3,4,4,3,2,4,20,178,74,0,0,2,5,1,1,1,2
"449",5,3,4,5,3,3,5,5,5,5,4,4,22,178,66,0,0,2,1,1,2,1,1
"450",5,5,4,5,1,4,4,1,4,3,5,5,19,187,69,1,0,2,5,0,2,1,2
"451",5,5,5,5,1,5,5,5,5,3,3,5,22,173,80,2,0,2,5,0,2,1,2
"452",5,4,5,3,2,1,1,4,5,4,2,3,17,174,55,1,1,2,5,0,1,2,1
"453",4,1,2,5,3,3,2,5,5,5,1,4,18,171,62,1,1,2,5,0,2,1,1
"454",4,3,3,4,2,3,5,2,2,4,2,4,19,185,74,1,0,2,5,0,2,1,2
"455",5,2,3,5,5,3,2,3,3,4,2,3,23,174,62,1,1,2,4,0,2,1,1
"456",5,3,5,5,4,1,1,5,5,4,1,1,20,157,57,0,1,2,5,1,2,1,1
"457",5,1,2,5,4,3,3,4,4,3,2,4,18,165,57,2,1,2,5,0,2,2,1
"458",4,3,4,5,3,2,2,2,3,3,2,2,28,170,65,2,1,2,4,0,1,2,1
"459",5,5,4,5,3,4,4,5,5,3,2,5,21,183,72,1,0,2,1,0,1,2,2
"460",5,2,5,5,2,5,3,4,4,5,1,5,20,185,85,2,0,2,5,0,2,2,2
"461",4,1,2,3,2,2,3,4,4,4,2,2,20,180,68,1,0,2,5,0,2,1,2
"462",4,1,1,5,3,3,1,3,1,5,1,5,28,172,50,2,1,2,5,0,2,1,1
"463",5,2,1,4,4,3,4,5,5,5,2,3,22,189,68,1,0,2,5,0,1,2,2
"464",5,4,3,5,4,2,2,5,5,5,1,3,19,170,65,0,1,2,5,1,2,1,1
"465",5,3,3,4,3,3,3,3,3,3,1,3,21,184,82,3,0,2,1,0,2,1,2
"466",5,4,4,5,5,5,5,5,5,3,2,5,17,175,60,2,0,2,5,0,1,2,1
"467",5,5,5,5,3,1,3,3,3,2,1,5,19,168,57,1,1,2,1,0,2,1,1
"468",5,2,4,3,4,1,4,2,4,4,2,3,25,190,82,3,0,2,4,0,2,1,2
"469",5,3,4,5,4,4,3,5,5,2,1,4,20,170,52,1,1,2,5,0,1,2,1
"470",5,2,5,2,1,5,5,2,1,5,4,3,26,194,85,2,0,2,1,0,2,1,2
"471",5,3,5,4,4,5,5,5,5,5,1,5,21,182,78,0,0,2,5,1,2,1,2
"472",5,3,3,5,5,3,2,5,5,3,2,4,20,175,53,2,1,2,5,0,2,1,1
"473",5,1,4,1,2,4,4,4,4,4,1,3,21,175,75,2,0,2,4,1,2,2,2
"474",5,5,5,5,3,5,5,5,5,4,5,5,20,176,70,3,0,2,5,0,1,1,2
"475",5,5,5,5,3,5,5,3,5,3,2,4,27,178,77,3,0,2,4,0,1,2,2
"476",5,3,5,5,2,2,4,4,4,5,3,4,21,203,80,2,0,1,5,0,1,2,2
"477",5,1,3,4,3,5,3,5,5,4,2,4,17,163,49,3,1,1,5,1,1,2,1
"478",4,2,2,5,5,3,2,4,3,2,3,4,18,170,53,1,1,2,5,1,1,2,1
"479",4,1,2,4,4,2,3,3,2,4,2,4,19,178,65,0,0,2,1,1,1,2,1
"480",4,2,4,5,5,1,2,4,2,4,2,5,21,167,63,1,1,2,1,1,1,2,1
"481",5,3,4,5,5,5,2,3,3,4,3,5,20,170,55,2,1,2,1,0,2,1,1
"482",5,4,5,5,5,2,1,3,3,1,1,2,20,173,55,1,1,2,5,1,1,2,1
"483",4,3,4,5,2,5,5,4,4,4,3,4,20,185,86,1,0,2,5,0,2,1,2
"484",5,4,4,5,3,3,5,4,3,3,3,5,20,190,85,1,0,1,5,0,1,2,2
"485",5,1,5,5,3,5,5,5,5,5,1,5,20,180,75,2,0,2,1,0,1,2,2
"486",5,3,5,5,5,5,3,5,5,3,2,5,16,165,49,2,1,2,5,0,2,1,1
"487",5,1,2,5,5,2,4,3,3,2,3,5,19,175,76,1,1,2,5,0,1,2,2
"488",5,2,3,5,5,1,1,2,4,5,1,3,23,172,64,1,1,2,1,0,2,1,1
"489",5,2,2,5,5,4,3,4,4,4,2,3,20,165,48,1,1,2,1,0,2,2,1
"490",5,4,2,5,3,1,5,3,3,3,1,5,23,189,88,4,0,1,5,0,1,1,2
"491",4,1,3,5,4,1,1,3,2,3,1,3,22,171,56,3,1,2,1,0,2,1,1
"492",5,1,3,5,3,3,4,3,3,5,1,4,17,183,75,3,0,2,5,0,2,1,2
"493",5,1,3,5,5,1,1,5,5,3,1,3,20,178,58,1,1,2,5,0,1,2,1
"494",4,2,2,5,3,3,3,5,4,4,3,2,21,169,65,1,1,2,5,0,2,2,1
"495",5,3,5,5,5,5,5,4,5,5,5,5,21,178,78,3,0,2,5,0,2,2,2
"496",5,4,4,4,5,4,2,2,3,2,1,2,19,160,43,1,1,2,5,0,2,1,1
"497",5,3,3,5,5,5,2,5,5,2,2,5,20,175,75,0,1,2,5,1,1,2,2
"498",5,3,5,5,3,5,2,4,5,4,1,5,19,195,95,0,0,2,1,1,2,1,2
"499",5,2,3,5,1,5,3,5,5,4,1,4,21,171,65,0,0,1,5,1,2,1,1
"500",4,2,4,5,2,1,1,4,4,3,1,4,22,164,55,1,1,2,5,0,2,1,1
"501",5,4,3,3,2,4,4,3,2,4,2,4,22,172,70,3,0,2,1,0,2,1,1
"502",5,4,5,5,3,5,2,2,2,3,1,5,22,190,80,1,0,2,1,0,2,1,2
"503",4,1,4,5,5,3,3,5,5,4,1,4,28,178,65,1,1,1,4,0,2,1,1
"504",4,1,4,5,5,4,5,4,4,3,1,5,21,185,80,1,0,2,5,0,2,1,2
"505",5,1,5,2,3,5,4,5,5,5,2,4,21,189,85,2,0,2,1,0,1,1,2
"506",4,5,3,3,3,4,5,2,2,2,3,4,17,165,65,3,1,2,5,0,2,1,1
"507",5,3,3,5,5,2,2,5,5,3,1,3,21,170,52,1,1,2,5,1,2,1,1
"508",5,3,4,5,4,3,5,5,4,5,1,3,17,173,66,1,1,2,5,0,1,1,1
"509",5,4,4,4,2,5,4,4,2,3,2,4,28,182,88,1,0,2,4,0,2,1,2
"510",3,1,1,5,2,4,2,3,4,5,2,4,20,160,55,1,1,2,1,0,2,1,1
"511",4,1,4,5,5,3,3,5,1,3,1,1,19,170,65,0,1,2,5,1,2,1,1
"512",4,4,4,5,3,1,3,4,3,4,1,2,21,172,52,1,1,2,5,0,2,1,1
"513",4,2,3,2,3,3,3,3,3,4,1,2,23,189,87,1,0,2,1,0,2,1,2
"514",5,5,3,5,1,4,5,3,4,2,1,3,17,168,67,1,0,2,5,1,1,2,1
"515",5,4,4,5,3,3,3,4,5,2,2,5,19,178,68,1,0,2,5,0,2,1,2
"516",5,3,4,5,4,3,1,5,4,2,3,4,19,170,80,1,0,1,5,0,2,1,2
"517",5,4,5,5,3,4,5,5,5,5,3,5,19,184,84,1,0,2,5,0,2,1,2
"518",5,1,1,4,4,1,4,5,5,4,2,2,18,171,54,0,1,2,5,1,2,1,1
"519",5,1,2,3,4,1,2,5,4,3,1,2,19,164,55,1,1,2,5,0,1,1,1
"520",5,5,4,5,3,5,4,3,4,3,2,4,22,182,71,1,0,2,5,0,1,2,2
"521",5,5,5,5,5,4,1,5,5,4,2,4,21,170,53,1,1,2,5,0,2,1,1
"522",5,1,4,5,3,3,1,5,5,5,5,5,21,185,65,1,0,1,1,0,1,2,2
"523",5,3,4,5,2,4,3,4,4,5,1,4,22,185,82,1,0,2,5,0,1,2,2
"524",4,1,5,5,3,1,2,3,4,4,1,5,19,168,55,1,1,2,5,0,2,1,1
"525",3,1,2,5,4,3,5,4,4,5,5,5,18,188,73,2,0,2,2,0,2,1,2
"526",4,3,3,5,4,5,3,3,4,4,3,4,20,183,83,1,0,2,5,0,2,2,2
"527",5,4,4,5,4,4,3,4,4,2,1,3,18,168,57,0,1,2,5,1,2,1,1
"528",3,4,4,4,4,3,5,5,5,5,5,5,23,172,110,2,0,2,5,0,1,1,2
"529",5,4,2,4,3,2,3,4,5,2,1,3,18,162,58,1,1,2,5,0,2,1,1
"530",5,1,3,5,5,4,1,5,5,4,1,4,22,164,64,1,1,2,5,0,1,2,1
"531",5,2,3,3,3,5,2,4,3,4,2,4,20,175,70,0,0,2,5,1,2,1,2
"532",5,5,5,5,1,4,5,4,4,5,2,5,19,178,71,1,0,2,5,1,2,1,2
"533",4,2,2,4,4,2,4,2,2,4,1,1,19,160,55,1,1,2,5,0,2,1,1
"534",5,5,5,5,3,5,1,3,5,5,1,5,23,173,65,0,1,2,1,1,2,1,1
"535",5,2,4,4,2,2,5,3,3,5,2,4,27,175,83,4,0,2,5,0,2,1,2
"536",5,2,2,4,1,2,4,1,1,4,2,3,20,183,75,2,0,2,5,0,2,1,2
"537",5,1,2,5,5,5,4,5,5,3,3,5,18,161,74,1,1,2,5,0,2,1,1
"538",5,4,3,5,5,3,1,4,4,3,1,3,21,173,62,1,1,2,5,0,2,1,1
"539",5,2,3,5,5,3,1,5,5,3,1,4,19,163,50,1,1,2,5,1,2,1,1
"540",5,4,4,4,4,2,5,5,5,3,1,2,22,162,60,0,1,2,5,0,1,1,1
"541",5,3,2,5,5,2,1,4,4,1,3,2,20,170,60,1,1,2,1,0,2,1,1
"542",5,3,4,4,2,5,4,4,5,5,5,5,19,172,68,0,0,2,5,1,2,1,1
"543",5,4,4,5,4,1,3,5,5,2,1,3,20,163,48,0,1,2,1,1,2,1,1
"544",4,3,1,5,5,1,1,5,5,5,1,1,19,173,60,1,1,2,5,0,2,2,1
"545",4,2,3,4,2,2,4,3,3,4,2,4,17,178,80,1,0,2,5,0,1,2,2
"546",5,1,1,5,3,3,2,4,4,3,3,5,21,180,67,2,0,2,5,0,2,1,2
"547",4,1,2,4,5,2,3,5,4,3,1,2,19,170,63,1,1,2,5,0,1,2,1
"548",4,1,4,3,3,2,1,2,3,3,1,1,25,173,63,1,1,2,4,0,2,1,1
"549",5,4,4,1,5,1,4,2,3,5,4,5,24,171,93,2,0,2,3,0,1,2,2
"550",4,5,4,5,4,2,2,5,5,4,3,3,21,156,48,1,1,2,5,0,2,1,1
"551",5,3,3,5,3,3,5,3,4,4,3,5,18,178,70,1,0,2,5,0,2,1,2
"552",5,1,3,5,5,5,2,1,1,5,1,1,21,173,53,3,1,2,1,0,2,2,1
"553",5,3,3,5,3,5,5,3,5,4,3,5,17,175,76,2,0,2,5,0,2,1,2
"554",4,1,3,4,2,5,1,4,2,5,1,4,22,180,89,0,0,2,5,1,2,2,2
"555",5,2,2,5,5,2,5,5,5,5,3,5,18,165,55,3,1,2,5,0,1,2,1
"556",4,1,4,5,1,4,5,3,3,5,4,5,23,179,77,1,0,2,5,1,1,2,2
"557",5,1,3,5,5,3,4,5,5,3,1,5,21,167,67,0,1,2,5,1,1,1,1
"558",5,3,3,5,5,4,4,4,3,3,1,3,23,158,64,3,1,2,4,0,2,1,1
"559",5,4,3,5,4,3,2,3,4,4,2,2,17,174,56,1,1,2,2,0,2,1,1
"560",5,5,5,5,2,5,4,2,5,3,3,5,20,188,79,1,0,1,5,0,2,2,2
"561",5,3,4,5,3,3,4,3,3,4,5,5,22,171,81,1,0,2,5,0,2,2,2
"562",5,1,2,5,2,4,5,3,3,5,1,5,21,193,75,0,0,2,5,1,2,1,2
"563",5,4,4,5,2,3,3,5,5,4,5,4,22,165,52,0,1,1,1,1,1,1,1
